"","club_name","player_name","age","position","club_involved_name","transfer_movement","fee_cleaned","league_name","year","transfer_loan"
"43560","Spartak Nalchik","Evgeni Ovsienko",22,"Centre-Back","Irtysh Omsk","in",0,"Premier Liga",2010,FALSE
"43561","Spartak Nalchik","Adnan Zahirovic",20,"Defensive Midfield","Celik Zenica","in",0,"Premier Liga",2010,FALSE
"43562","Spartak Nalchik","Milan Jovanovic",26,"Centre-Back","Rapid Vienna","in",0,"Premier Liga",2010,FALSE
"43563","Spartak Nalchik","Aleksandr Khokhlov",21,"Left-Back","Zenit II","in",0,"Premier Liga",2010,TRUE
"43564","Spartak Nalchik","Yuri Lebedev",24,"Right-Back","Baltika","in",0,"Premier Liga",2010,TRUE
"43565","Spartak Nalchik","Evgeni Pomazan",21,"Goalkeeper","CSKA Moscow","in",0,"Premier Liga",2010,TRUE
"43566","Spartak Nalchik","Igor Portnyagin",22,"Centre-Forward","Rubin Kazan","in",0,"Premier Liga",2010,TRUE
"43567","Spartak Nalchik","Jovan Golic",23,"Defensive Midfield","Indjija","in",0,"Premier Liga",2010,TRUE
"43568","Spartak Nalchik","Andrey Vasyanovich",22,"Centre-Back","CSKA Moscow II","in",0,"Premier Liga",2010,TRUE
"43569","Spartak Nalchik","Artur Rylov",21,"Right Midfield","KS Samara II","in",0,"Premier Liga",2010,TRUE
"43570","Spartak Nalchik","Aleksandr Kulikov",22,"Centre-Back","Rubin Kazan II","in",0,"Premier Liga",2010,TRUE
"43571","Spartak Nalchik","Bojan Markovic",24,"Centre-Back","Celik Zenica","in",0,"Premier Liga",2010,TRUE
"43572","Spartak Nalchik","Pavel Mochalin",21,"Centre-Back","Spartak N. II","in",0,"Premier Liga",2010,FALSE
"43573","Spartak Nalchik","Kantemir Berkhamov",22,"Central Midfield","FK Novgorod","in",0,"Premier Liga",2010,TRUE
"43574","Spartak Nalchik","Artem Kontsevoj",27,"Centre-Forward","BATE Borisov","in",0,"Premier Liga",2010,TRUE
"43575","Spartak Nalchik","Ferro",25,"Centre-Forward","Rio Branco-SP","in",0,"Premier Liga",2010,TRUE
"43600","Amkar Perm","Predrag Mijic",26,"Right Winger","Partizan","in",0.45,"Premier Liga",2010,FALSE
"43601","Amkar Perm","Radomir Djalovic",28,"Centre-Forward","HNK Rijeka","in",0.405,"Premier Liga",2010,FALSE
"43602","Amkar Perm","Vasili Khomutovski",32,"Goalkeeper","SK Tavriya","in",0,"Premier Liga",2010,FALSE
"43603","Amkar Perm","Nikola Mijailovic",29,"Left-Back","Korona Kielce","in",0,"Premier Liga",2010,FALSE
"43604","Amkar Perm","Artem Molodtsov",20,"Right-Back","Saturn II","in",0,"Premier Liga",2010,FALSE
"43605","Amkar Perm","Nika Piliev",19,"Left Midfield","CSKA Moscow","in",0,"Premier Liga",2010,TRUE
"43606","Amkar Perm","Luka Zinko",27,"Defensive Midfield","APOP Kinyras","in",0,"Premier Liga",2010,TRUE
"43607","Amkar Perm","Vadim Gagloev",21,"Defensive Midfield","Tyumen","in",0,"Premier Liga",2010,TRUE
"43608","Amkar Perm","Andrey Sekretov",21,"Left Midfield","Amkar Perm II","in",0,"Premier Liga",2010,FALSE
"43609","Amkar Perm","Maksim Shumaylov",20,"Goalkeeper","Tyumen","in",0,"Premier Liga",2010,TRUE
"43610","Amkar Perm","Illia Mykhaliov",20,"Centre-Forward","Amkar Perm II","in",0,"Premier Liga",2010,FALSE
"43611","Amkar Perm","Edin Junuzovic",24,"Centre-Forward","Dinamo Bryansk","in",0,"Premier Liga",2010,TRUE
"43612","Amkar Perm","Jean Carlos",26,"Centre-Forward","Ceará SC","in",0,"Premier Liga",2010,TRUE
"43613","Amkar Perm","Jean Carlos",26,"Centre-Forward","Shinnik","in",0,"Premier Liga",2010,TRUE
"43614","Amkar Perm","William",27,"Left-Back","Shinnik","in",0,"Premier Liga",2010,TRUE
"43629","Terek Grozny","Aleksandr Pavlenko",25,"Central Midfield","Spartak Moscow","in",1.35,"Premier Liga",2010,FALSE
"43630","Terek Grozny","Piotr Polczak",24,"Centre-Back","Cracovia Kraków","in",0.72,"Premier Liga",2010,FALSE
"43631","Terek Grozny","Soslan Dzhanaev",23,"Goalkeeper","Spartak Moscow","in",0,"Premier Liga",2010,TRUE
"43632","Terek Grozny","Rodrigo Tiuí",24,"Centre-Forward","Rentistas","in",0,"Premier Liga",2010,TRUE
"43633","Terek Grozny","Ismail Yediev",22,"Centre-Back","Terek II","in",0,"Premier Liga",2010,FALSE
"43634","Terek Grozny","Dmitri A. Smirnov",30,"Central Midfield","Luch Vladivostok","in",0,"Premier Liga",2010,TRUE
"43635","Terek Grozny","Stefan Sicaci",22,"Goalkeeper","Volgar-Gazprom","in",0,"Premier Liga",2010,TRUE
"43642","Tom Tomsk","Renat Sabitov",25,"Defensive Midfield","Spartak Moscow","in",0.9,"Premier Liga",2010,FALSE
"43643","Tom Tomsk","Nikita Bazhenov",25,"Centre-Forward","Spartak Moscow","in",0.45,"Premier Liga",2010,FALSE
"43644","Tom Tomsk","Yan Tigorev",26,"Defensive Midfield","Metalurh Z.","in",0.194,"Premier Liga",2010,FALSE
"43645","Tom Tomsk","Nikola Petkovic",24,"Centre-Back","E. Frankfurt","in",0.09,"Premier Liga",2010,TRUE
"43646","Tom Tomsk","Sergey Sosnovski",29,"Centre-Back","BATE Borisov","in",0.081,"Premier Liga",2010,FALSE
"43647","Tom Tomsk","Daisuke Matsui",29,"Left Midfield","Grenoble","in",0,"Premier Liga",2010,TRUE
"43648","Tom Tomsk","Aleksey Botvinjev",29,"Goalkeeper","Saturn","in",0,"Premier Liga",2010,FALSE
"43649","Tom Tomsk","Vladislav Khatazhenkov",26,"Left-Back","Spartak Nalchik","in",0,"Premier Liga",2010,FALSE
"43650","Tom Tomsk","Sergey Pesjakov",22,"Goalkeeper","Spartak Moscow","in",0,"Premier Liga",2010,TRUE
"43651","Tom Tomsk","Maksim Kanunnikov",19,"Centre-Forward","Zenit S-Pb","in",0,"Premier Liga",2010,TRUE
"43652","Tom Tomsk","Viktor Svezhov",19,"Central Midfield","Dinamo Moscow","in",0,"Premier Liga",2010,TRUE
"43653","Tom Tomsk","Fedor Kudryashov",23,"Left-Back","Spartak Moscow","in",0,"Premier Liga",2010,TRUE
"43654","Tom Tomsk","Evgeni Balyajkin",22,"Defensive Midfield","Rubin Kazan","in",0,"Premier Liga",2010,TRUE
"43655","Tom Tomsk","Anton Arkhipov",25,"Centre-Forward","Shinnik","in",0,"Premier Liga",2010,TRUE
"43656","Tom Tomsk","Sergey Golyatkin",22,"Centre-Back","SKA-Energia","in",0,"Premier Liga",2010,TRUE
"43674","Krylya Sovetov Samara","Raïs M'Bolhi",24,"Goalkeeper","Slavia Sofia","in",0.54,"Premier Liga",2010,FALSE
"43675","Krylya Sovetov Samara","Steeve Joseph-Reinette",27,"Right-Back","Slavia Sofia","in",0.45,"Premier Liga",2010,FALSE
"43676","Krylya Sovetov Samara","Anton Sosnin",20,"Central Midfield","Zenit II","in",0,"Premier Liga",2010,FALSE
"43677","Krylya Sovetov Samara","Basel Abdoulfattakh",20,"Centre-Back","Zenit II","in",0,"Premier Liga",2010,FALSE
"43678","Krylya Sovetov Samara","Maksim Chistyakov",23,"Central Midfield","Career break","in",0,"Premier Liga",2010,FALSE
"43679","Krylya Sovetov Samara","Denis Kovba",30,"Defensive Midfield","Sparta Praha","in",0,"Premier Liga",2010,FALSE
"43680","Krylya Sovetov Samara","Volodymyr Pryiomov",24,"Centre-Forward","PFK Oleksandria","in",0,"Premier Liga",2010,FALSE
"43681","Krylya Sovetov Samara","Bogdan Milic",22,"Centre-Forward","ADO Den Haag","in",0,"Premier Liga",2010,FALSE
"43682","Krylya Sovetov Samara","Dmitri Molosh",29,"Left-Back","Sibir","in",0,"Premier Liga",2010,FALSE
"43683","Krylya Sovetov Samara","Artim Polozani",28,"Centre-Back","Vardar","in",0,"Premier Liga",2010,FALSE
"43684","Krylya Sovetov Samara","Joseph Di Chiara",18,"Defensive Midfield","York Region","in",0,"Premier Liga",2010,FALSE
"43685","Krylya Sovetov Samara","Pavel Novitski",21,"Left-Back","Nika Moskau","in",0,"Premier Liga",2010,FALSE
"43686","Krylya Sovetov Samara","Danijel Majkic",22,"Defensive Midfield","Velez Mostar","in",0.023,"Premier Liga",2010,FALSE
"43687","Krylya Sovetov Samara","Pavel Yakovlev",19,"Left Winger","Spartak Moscow","in",0,"Premier Liga",2010,TRUE
"43688","Krylya Sovetov Samara","Vladimir Rzhevski",23,"Centre-Back","BATE Borisov","in",0,"Premier Liga",2010,TRUE
"43689","Krylya Sovetov Samara","Sergey Ponomarenko",23,"Defensive Midfield","Nika Moskau","in",0,"Premier Liga",2010,TRUE
"43690","Krylya Sovetov Samara","Sergey Kuznetsov",24,"Central Midfield","Khimki","in",0,"Premier Liga",2010,TRUE
"43691","Krylya Sovetov Samara","Anton Sosnin",20,"Central Midfield","Zenit II","in",0,"Premier Liga",2010,TRUE
"43692","Krylya Sovetov Samara","Nejc Pecnik",24,"Centre-Forward","Nacional","in",0,"Premier Liga",2010,TRUE
"43693","Krylya Sovetov Samara","Sergey Kuznetsov",24,"Central Midfield","Khimki","in",0,"Premier Liga",2010,TRUE
"43694","Krylya Sovetov Samara","Yuri Kirillov",20,"Defensive Midfield","Dinamo Moscow","in",0,"Premier Liga",2010,TRUE
"43695","Krylya Sovetov Samara","Dragan Jelic",24,"Centre-Forward","NK Maribor","in",0,"Premier Liga",2010,TRUE
"43696","Krylya Sovetov Samara","David Yurchenko",24,"Goalkeeper","Volgar-Gazprom","in",0,"Premier Liga",2010,TRUE
"43697","Krylya Sovetov Samara","Sergey Politevich",20,"Centre-Back","Naftan","in",0,"Premier Liga",2010,TRUE
"43698","Krylya Sovetov Samara","Aleksandr Eliseev",19,"Right Midfield","KS Samara II","in",0,"Premier Liga",2010,FALSE
"43699","Krylya Sovetov Samara","Aleksandr Alkhazov",26,"Centre-Forward","Alania","in",0,"Premier Liga",2010,TRUE
"43700","Krylya Sovetov Samara","Juan Carlos Escobar",27,"Right Midfield","Deportivo Cali","in",0,"Premier Liga",2010,TRUE
"43701","Krylya Sovetov Samara","Igor Strelkov",28,"Centre-Forward","Anzhi","in",0,"Premier Liga",2010,TRUE
"43728","FK Krasnodar","Aleksandre Amisulashvili",28,"Centre-Back","Kayserispor","in",2.7,"Premier Liga",2010,FALSE
"43729","FK Krasnodar","Yura Movsisyan",23,"Centre-Forward","Randers FC","in",1.8,"Premier Liga",2010,FALSE
"43730","FK Krasnodar","Nikola Drincic",26,"Defensive Midfield","Spartak Moscow","in",1.44,"Premier Liga",2010,FALSE
"43731","FK Krasnodar","Nemanja Tubic",26,"Centre-Back","Karpaty","in",1.08,"Premier Liga",2010,FALSE
"43732","FK Krasnodar","Joãozinho",22,"Left Winger","Levski Sofia","in",0.9,"Premier Liga",2010,FALSE
"43733","FK Krasnodar","Andrey Gorbanets",25,"Right Midfield","Rubin Kazan","in",0.675,"Premier Liga",2010,FALSE
"43734","FK Krasnodar","Igor Usminskiy",33,"Goalkeeper","Amkar Perm","in",0.585,"Premier Liga",2010,FALSE
"43735","FK Krasnodar","Aleksandr Martynovich",22,"Centre-Back","Dinamo Minsk","in",0.351,"Premier Liga",2010,FALSE
"43736","FK Krasnodar","Spartak Gogniev",29,"Centre-Forward","KamAZ","in",0.18,"Premier Liga",2010,FALSE
"43737","FK Krasnodar","Evgeni Shipitsin",25,"Central Midfield","Salyut Belgorod","in",0.09,"Premier Liga",2010,FALSE
"43738","FK Krasnodar","Ognjen Vranjes",21,"Centre-Back","Red Star","in",0.072,"Premier Liga",2010,FALSE
"43739","FK Krasnodar","Dmitri Michkov",30,"Defensive Midfield","Tom Tomsk","in",0,"Premier Liga",2010,FALSE
"43740","FK Krasnodar","Roman Vorobjov",26,"Central Midfield","Saturn","in",0,"Premier Liga",2010,FALSE
"43741","FK Krasnodar","Shamil Lakhiyalov",31,"Second Striker","Terek Grozny","in",0,"Premier Liga",2010,FALSE
"43742","FK Krasnodar","Aleksandr Kulchiy",37,"Defensive Midfield","Rostov","in",0,"Premier Liga",2010,FALSE
"43743","FK Krasnodar","Ivan Knezevic",25,"Centre-Forward","Zeta Golubovac","in",0,"Premier Liga",2010,TRUE
"43744","FK Krasnodar","Nikolay Moskalenko",20,"Goalkeeper","Druzhba Maikop","in",0,"Premier Liga",2010,TRUE
"43745","FK Krasnodar","Nikita Zhdankin",21,"Attacking Midfield","Gazovik Orenburg","in",0,"Premier Liga",2010,TRUE
"43746","FK Krasnodar","Aleksey Arkhipov",27,"Central Midfield","Shinnik","in",0,"Premier Liga",2010,TRUE
"43747","FK Krasnodar","Ivan Novovic",22,"Left-Back","Zeta Golubovac","in",0,"Premier Liga",2010,TRUE
"43748","FK Krasnodar","Denis Dorozhkin",23,"Centre-Forward","Rotor Volgograd","in",0,"Premier Liga",2010,TRUE
"43749","FK Krasnodar","Anatoli Shevchenko",23,"Centre-Forward","Torpedo Armavir","in",0,"Premier Liga",2010,TRUE
"43771","Atalanta BC","Luis Muriel",28,"Centre-Forward","Sevilla FC","in",18.09,"Serie A",2019,FALSE
"43772","Atalanta BC","Ruslan Malinovskyi",26,"Attacking Midfield","KRC Genk","in",12.24,"Serie A",2019,FALSE
"43773","Atalanta BC","Marco Varnier",21,"Centre-Back","Cittadella","in",1.8,"Serie A",2019,FALSE
"43774","Atalanta BC","Aimone Calì",22,"Centre-Forward","Montespaccato","in",0,"Serie A",2019,FALSE
"43775","Atalanta BC","Martin Skrtel",34,"Centre-Back","Fenerbahce","in",0,"Serie A",2019,FALSE
"43776","Atalanta BC","Guilherme Arana",22,"Left-Back","Sevilla FC","in",0,"Serie A",2019,TRUE
"43777","Atalanta BC","Simon Kjaer",30,"Centre-Back","Sevilla FC","in",0,"Serie A",2019,TRUE
"43833","Bologna FC 1909","Riccardo Orsolini",22,"Right Winger","Juventus","in",13.5,"Serie A",2019,FALSE
"43834","Bologna FC 1909","Takehiro Tomiyasu",20,"Right-Back","Sint-Truiden","in",8.1,"Serie A",2019,FALSE
"43835","Bologna FC 1909","Nicolás Domínguez",21,"Central Midfield","Vélez Sarsfield","in",7.63,"Serie A",2019,FALSE
"43836","Bologna FC 1909","Nicola Sansone",27,"Left Winger","Villarreal","in",7.2,"Serie A",2019,FALSE
"43837","Bologna FC 1909","Roberto Soriano",28,"Central Midfield","Villarreal","in",7.2,"Serie A",2019,FALSE
"43838","Bologna FC 1909","Andreas Skov Olsen",19,"Right Winger","Nordsjaelland","in",5.4,"Serie A",2019,FALSE
"43839","Bologna FC 1909","Stefano Denswil",26,"Centre-Back","Club Brugge","in",5.4,"Serie A",2019,FALSE
"43840","Bologna FC 1909","Jerdy Schouten",22,"Central Midfield","Excelsior","in",2.7,"Serie A",2019,FALSE
"43841","Bologna FC 1909","Mattia Bani",25,"Centre-Back","Chievo Verona","in",2.43,"Serie A",2019,FALSE
"43842","Bologna FC 1909","Gary Medel",32,"Defensive Midfield","Besiktas","in",1.8,"Serie A",2019,FALSE
"43843","Bologna FC 1909","Lassi Lappalainen",20,"Left Winger","HJK Helsinki","in",0.9,"Serie A",2019,FALSE
"43844","Bologna FC 1909","Danilo",35,"Centre-Back","Udinese Calcio","in",0.374,"Serie A",2019,FALSE
"43845","Bologna FC 1909","Andri Fannar Baldursson",18,"Central Midfield","Bologna U19","in",0,"Serie A",2019,FALSE
"43846","Bologna FC 1909","Gabriele Corbo",19,"Centre-Back","Bologna U19","in",0,"Serie A",2019,FALSE
"43847","Bologna FC 1909","Gianmarco Cangiano",18,"Left Winger","Bologna U19","in",0,"Serie A",2019,FALSE
"43883","Brescia Calcio","Jesse Joronen",26,"Goalkeeper","FC Copenhagen","in",4.5,"Serie A",2019,FALSE
"43884","Brescia Calcio","Jaromir Zmrhal",26,"Left Midfield","Slavia Prague","in",3.38,"Serie A",2019,FALSE
"43885","Brescia Calcio","Florian Ayé",22,"Centre-Forward","Clermont Foot","in",1.8,"Serie A",2019,FALSE
"43886","Brescia Calcio","Ales Mateju",23,"Right-Back","Brighton","in",1.62,"Serie A",2019,FALSE
"43887","Brescia Calcio","Jhon Chancellor",27,"Centre-Back","Al-Ahli SC","in",1.44,"Serie A",2019,FALSE
"43888","Brescia Calcio","Luca Tremolada",27,"Attacking Midfield","Virtus Entella","in",0.81,"Serie A",2019,FALSE
"43889","Brescia Calcio","Bruno Martella",26,"Left-Back","Crotone","in",0.72,"Serie A",2019,FALSE
"43890","Brescia Calcio","Mario Balotelli",29,"Centre-Forward","Marseille","in",0,"Serie A",2019,FALSE
"43891","Brescia Calcio","Giangiacomo Magnani",23,"Centre-Back","Sassuolo","in",0,"Serie A",2019,TRUE
"43892","Brescia Calcio","Rômulo",32,"Central Midfield","Genoa","in",0,"Serie A",2019,TRUE
"43893","Brescia Calcio","Alessandro Matri",35,"Centre-Forward","Sassuolo","in",0,"Serie A",2019,TRUE
"43894","Brescia Calcio","Andrea Ghezzi",19,"Right Winger","Brescia U19","in",0,"Serie A",2019,FALSE
"43909","Cagliari Calcio","Nahitan Nández",23,"Central Midfield","Boca Juniors","in",16.2,"Serie A",2019,FALSE
"43910","Cagliari Calcio","Alberto Cerri",23,"Centre-Forward","Juventus","in",8.1,"Serie A",2019,FALSE
"43911","Cagliari Calcio","Christian Oliva",23,"Defensive Midfield","Nacional","in",4.5,"Serie A",2019,FALSE
"43912","Cagliari Calcio","Giovanni Simeone",24,"Centre-Forward","Fiorentina","in",2.7,"Serie A",2019,TRUE
"43913","Cagliari Calcio","Marko Rog",24,"Central Midfield","SSC Napoli","in",1.8,"Serie A",2019,TRUE
"43914","Cagliari Calcio","Guglielmo Vicario",22,"Goalkeeper","Venezia","in",1.8,"Serie A",2019,FALSE
"43915","Cagliari Calcio","Fabrizio Cacciatore",32,"Right-Back","Chievo Verona","in",0.72,"Serie A",2019,FALSE
"43916","Cagliari Calcio","Federico Mattiello",23,"Right-Back","Atalanta","in",0.54,"Serie A",2019,TRUE
"43917","Cagliari Calcio","Simone Aresti",34,"Goalkeeper","Olbia","in",0,"Serie A",2019,FALSE
"43918","Cagliari Calcio","Robin Olsen",29,"Goalkeeper","AS Roma","in",0,"Serie A",2019,TRUE
"43919","Cagliari Calcio","Luca Pellegrini",20,"Left-Back","Juventus","in",0,"Serie A",2019,TRUE
"43920","Cagliari Calcio","Radja Nainggolan",31,"Attacking Midfield","Inter","in",0,"Serie A",2019,TRUE
"43921","Cagliari Calcio","Luca Gagliano",19,"Centre-Forward","Cagliari U19","in",0,"Serie A",2019,FALSE
"43922","Cagliari Calcio","Federico Marigosu",19,"Attacking Midfield","Cagliari U19","in",0,"Serie A",2019,FALSE
"43923","Cagliari Calcio","Riccardo Ladinetti",19,"Defensive Midfield","Cagliari U19","in",0,"Serie A",2019,FALSE
"43924","Cagliari Calcio","Andrea Carboni",19,"Centre-Back","Cagliari U19","in",0,"Serie A",2019,FALSE
"43946","ACF Fiorentina","Pedro",22,"Centre-Forward","Fluminense","in",9.9,"Serie A",2019,FALSE
"43947","ACF Fiorentina","Erick Pulgar",25,"Defensive Midfield","Bologna","in",9,"Serie A",2019,FALSE
"43948","ACF Fiorentina","Pol Lirola",21,"Right-Back","Sassuolo","in",1.8,"Serie A",2019,TRUE
"43949","ACF Fiorentina","Aleksa Terzic",19,"Left-Back","Red Star","in",1.53,"Serie A",2019,FALSE
"43950","ACF Fiorentina","Kevin-Prince Boateng",32,"Attacking Midfield","Sassuolo","in",1.35,"Serie A",2019,FALSE
"43951","ACF Fiorentina","Milan Badelj",30,"Defensive Midfield","Lazio","in",0.63,"Serie A",2019,TRUE
"43952","ACF Fiorentina","Riccardo Baroni",20,"Centre-Back","Virtus Entella","in",0.36,"Serie A",2019,FALSE
"43953","ACF Fiorentina","Pietro Terracciano",29,"Goalkeeper","FC Empoli","in",0,"Serie A",2019,FALSE
"43954","ACF Fiorentina","Martín Cáceres",32,"Centre-Back","Lazio","in",0,"Serie A",2019,FALSE
"43955","ACF Fiorentina","Franck Ribéry",36,"Left Winger","Bayern Munich","in",0,"Serie A",2019,FALSE
"43956","ACF Fiorentina","Dalbert",25,"Left-Back","Inter","in",0,"Serie A",2019,TRUE
"43957","ACF Fiorentina","Rachid Ghezzal",27,"Right Winger","Leicester","in",0,"Serie A",2019,TRUE
"43958","ACF Fiorentina","Tòfol Montiel",19,"Attacking Midfield","Fiorentina U19","in",0,"Serie A",2019,FALSE
"43959","ACF Fiorentina","Federico Brancolini",17,"Goalkeeper","Fiorentina U19","in",0,"Serie A",2019,FALSE
"43990","Genoa CFC","Stefano Sturaro",26,"Central Midfield","Juventus","in",14.85,"Serie A",2019,FALSE
"43991","Genoa CFC","Ionut Radu",22,"Goalkeeper","Inter","in",7.2,"Serie A",2019,FALSE
"43992","Genoa CFC","Andrea Favilli",22,"Centre-Forward","Juventus","in",6.3,"Serie A",2019,FALSE
"43993","Genoa CFC","Lukas Lerager",25,"Central Midfield","G. Bordeaux","in",5.4,"Serie A",2019,FALSE
"43994","Genoa CFC","Pawel Jaroszynski",24,"Left-Back","Chievo Verona","in",3.6,"Serie A",2019,FALSE
"43995","Genoa CFC","Nicholas Rizzo",19,"Centre-Back","Inter","in",2.25,"Serie A",2019,FALSE
"43996","Genoa CFC","Kevin Agudelo",20,"Central Midfield","Atlético Huila","in",2.25,"Serie A",2019,FALSE
"43997","Genoa CFC","Lasse Schöne",33,"Defensive Midfield","Ajax","in",1.35,"Serie A",2019,FALSE
"43998","Genoa CFC","Peter Ankersen",28,"Right-Back","FC Copenhagen","in",0.9,"Serie A",2019,FALSE
"43999","Genoa CFC","Edoardo Goldaniga",25,"Centre-Back","Sassuolo","in",0,"Serie A",2019,TRUE
"44000","Genoa CFC","Riccardo Saponara",27,"Attacking Midfield","Fiorentina","in",0,"Serie A",2019,TRUE
"44001","Genoa CFC","Ionut Radu",22,"Goalkeeper","Inter","in",0,"Serie A",2019,TRUE
"44002","Genoa CFC","Sinan Gümüs",25,"Right Winger","Galatasaray","in",0,"Serie A",2019,FALSE
"44003","Genoa CFC","Cristián Zapata",32,"Centre-Back","AC Milan","in",0,"Serie A",2019,FALSE
"44004","Genoa CFC","Andrea Pinamonti",20,"Centre-Forward","Inter","in",0,"Serie A",2019,TRUE
"44005","Genoa CFC","Cristian Romero",21,"Centre-Back","Juventus","in",0,"Serie A",2019,TRUE
"44006","Genoa CFC","Francesco Cassata",22,"Central Midfield","Sassuolo","in",0,"Serie A",2019,TRUE
"44007","Genoa CFC","Antonio Barreca",24,"Left-Back","Monaco","in",0,"Serie A",2019,TRUE
"44008","Genoa CFC","Marko Pajac",26,"Left Midfield","Cagliari Calcio","in",0,"Serie A",2019,TRUE
"44009","Genoa CFC","Eddie Salcedo",17,"Centre-Forward","Inter","in",0,"Serie A",2019,TRUE
"44058","Hellas Verona","Pawel Dawidowicz",24,"Centre-Back","Benfica","in",3.15,"Serie A",2019,FALSE
"44059","Hellas Verona","Samuel Di Carmine",30,"Centre-Forward","Perugia","in",2.25,"Serie A",2019,FALSE
"44060","Hellas Verona","Amir Rrahmani",25,"Centre-Back","Dinamo Zagreb","in",1.89,"Serie A",2019,FALSE
"44061","Hellas Verona","Antonino Ragusa",29,"Left Winger","Sassuolo","in",0.9,"Serie A",2019,FALSE
"44062","Hellas Verona","Alberto Almici",26,"Right-Back","Atalanta","in",0.45,"Serie A",2019,FALSE
"44063","Hellas Verona","Luca Marrone",29,"Centre-Back","Juventus","in",0.405,"Serie A",2019,FALSE
"44064","Hellas Verona","Emmanuel Badu",28,"Central Midfield","Udinese Calcio","in",0.36,"Serie A",2019,TRUE
"44065","Hellas Verona","Antonio Di Gaudio",29,"Left Winger","Parma","in",0.36,"Serie A",2019,FALSE
"44066","Hellas Verona","Davide Faraoni",27,"Right-Back","Crotone","in",0.27,"Serie A",2019,FALSE
"44067","Hellas Verona","Mattia Chiesa",18,"Goalkeeper","Ambrosiana","in",0.084,"Serie A",2019,FALSE
"44068","Hellas Verona","Darko Lazovic",28,"Left Midfield","Genoa","in",0,"Serie A",2019,FALSE
"44069","Hellas Verona","Salvatore Bocchetti",32,"Centre-Back","Spartak Moscow","in",0,"Serie A",2019,FALSE
"44070","Hellas Verona","Miguel Veloso",33,"Defensive Midfield","Genoa","in",0,"Serie A",2019,FALSE
"44071","Hellas Verona","Vincenzo Silvestro",20,"Left Midfield","Mantova FC","in",0,"Serie A",2019,FALSE
"44072","Hellas Verona","Sofyan Amrabat",23,"Central Midfield","Club Brugge","in",0,"Serie A",2019,TRUE
"44073","Hellas Verona","Matteo Pessina",22,"Central Midfield","Atalanta","in",0,"Serie A",2019,TRUE
"44074","Hellas Verona","Eddie Salcedo",17,"Centre-Forward","Genoa","in",0,"Serie A",2019,TRUE
"44075","Hellas Verona","Claud Adjapong",21,"Right-Back","Sassuolo","in",0,"Serie A",2019,TRUE
"44076","Hellas Verona","Valerio Verre",25,"Attacking Midfield","Sampdoria","in",0,"Serie A",2019,TRUE
"44077","Hellas Verona","Gennaro Tutino",22,"Left Winger","SSC Napoli","in",0,"Serie A",2019,TRUE
"44078","Hellas Verona","Koray Günter",24,"Centre-Back","Genoa","in",0,"Serie A",2019,TRUE
"44079","Hellas Verona","Boris Radunović",23,"Goalkeeper","Atalanta","in",0,"Serie A",2019,TRUE
"44080","Hellas Verona","Mariusz Stepinski",24,"Centre-Forward","Chievo Verona","in",0,"Serie A",2019,TRUE
"44081","Hellas Verona","Aleksejs Saveljevs",20,"Central Midfield","Verona U19","in",0,"Serie A",2019,FALSE
"44082","Hellas Verona","Lucas Felippe",19,"Central Midfield","Verona U19","in",0,"Serie A",2019,FALSE
"44083","Hellas Verona","Wesley",19,"Right-Back","Without Club","in",0,"Serie A",2019,FALSE
"44121","Inter Milan","Romelu Lukaku",26,"Centre-Forward","Man Utd","in",66.6,"Serie A",2019,FALSE
"44122","Inter Milan","Valentino Lazaro",23,"Right Midfield","Hertha BSC","in",20.16,"Serie A",2019,FALSE
"44123","Inter Milan","Matteo Politano",25,"Right Winger","Sassuolo","in",18.99,"Serie A",2019,FALSE
"44124","Inter Milan","Nicolò Barella",22,"Central Midfield","Cagliari Calcio","in",10.8,"Serie A",2019,TRUE
"44125","Inter Milan","Ionut Radu",22,"Goalkeeper","Genoa","in",9.54,"Serie A",2019,FALSE
"44126","Inter Milan","Eddie Salcedo",17,"Centre-Forward","Genoa","in",7.74,"Serie A",2019,FALSE
"44127","Inter Milan","Gabriel Brazão",18,"Goalkeeper","Parma","in",5.4,"Serie A",2019,FALSE
"44128","Inter Milan","Lucien Agoume",17,"Defensive Midfield","FC Sochaux","in",4.05,"Serie A",2019,FALSE
"44129","Inter Milan","Stefano Sensi",23,"Central Midfield","Sassuolo","in",1.98,"Serie A",2019,TRUE
"44130","Inter Milan","Diego Godín",33,"Centre-Back","Atlético Madrid","in",0,"Serie A",2019,FALSE
"44131","Inter Milan","Cristiano Biraghi",26,"Left Midfield","Fiorentina","in",0,"Serie A",2019,TRUE
"44132","Inter Milan","Alexis Sánchez",30,"Centre-Forward","Man Utd","in",0,"Serie A",2019,TRUE
"44133","Inter Milan","Sebastiano Esposito",16,"Centre-Forward","Inter U19","in",0,"Serie A",2019,FALSE
"44134","Inter Milan","Facundo Colidio",19,"Centre-Forward","Inter U19","in",0,"Serie A",2019,FALSE
"44172","Juventus FC","Matthijs de Ligt",19,"Centre-Back","Ajax","in",76.95,"Serie A",2019,FALSE
"44173","Juventus FC","Danilo",28,"Right-Back","Man City","in",33.3,"Serie A",2019,FALSE
"44174","Juventus FC","Cristian Romero",21,"Centre-Back","Genoa","in",23.4,"Serie A",2019,FALSE
"44175","Juventus FC","Luca Pellegrini",20,"Left-Back","AS Roma","in",19.8,"Serie A",2019,FALSE
