"","club_name","player_name","age","position","club_involved_name","transfer_movement","fee_cleaned","league_name","year","transfer_loan"
"1","AC Milan","Alessandro Matri",29,"Centre-Forward","Juventus","in",9.9,"Serie A",2013,FALSE
"2","AC Milan","Cristián Zapata",26,"Centre-Back","Villarreal","in",9,"Serie A",2013,FALSE
"3","AC Milan","Andrea Poli",23,"Central Midfield","Sampdoria","in",5.4,"Serie A",2013,FALSE
"4","AC Milan","Riccardo Saponara",21,"Attacking Midfield","FC Empoli","in",4.32,"Serie A",2013,FALSE
"5","AC Milan","Giacomo Beretta",21,"Centre-Forward","Genoa","in",3.6,"Serie A",2013,FALSE
"6","AC Milan","Valter Birsa",27,"Attacking Midfield","Genoa","in",2.7,"Serie A",2013,FALSE
"7","AC Milan","Jherson Vergara",19,"Centre-Back","Quindío","in",2.18,"Serie A",2013,FALSE
"8","AC Milan","Matías Silvestre",28,"Centre-Back","Inter","in",0.9,"Serie A",2013,TRUE
"9","AC Milan","Ferdinando Coppola",35,"Goalkeeper","Torino","in",0,"Serie A",2013,FALSE
"10","AC Milan","Kaká",31,"Attacking Midfield","Real Madrid","in",0,"Serie A",2013,FALSE
"11","AC Milan","Bryan Cristante",18,"Central Midfield","Milan U19","in",0,"Serie A",2013,FALSE
"12","AC Milan","Andrea Petagna",18,"Centre-Forward","Milan U19","in",0,"Serie A",2013,FALSE
"13","AC Milan","Pontons Paz",18,"Left Winger","Milan U19","in",0,"Serie A",2013,FALSE
"47","Atalanta BC","Luca Cigarini",27,"Defensive Midfield","SSC Napoli","in",3.78,"Serie A",2013,FALSE
"48","Atalanta BC","Constantin Nica",20,"Right-Back","Dinamo Bucarest","in",1.44,"Serie A",2013,FALSE
"49","Atalanta BC","Prince Gouano",19,"Centre-Back","Juventus","in",1.31,"Serie A",2013,FALSE
"50","Atalanta BC","Daniele Baselli",21,"Central Midfield","Cittadella","in",0.72,"Serie A",2013,FALSE
"51","Atalanta BC","Luigi Giorgi",26,"Central Midfield","Novara","in",0.72,"Serie A",2013,FALSE
"52","Atalanta BC","Giuseppe De Luca",21,"Centre-Forward","Varese","in",0.54,"Serie A",2013,FALSE
"53","Atalanta BC","Giulio Migliaccio",32,"Central Midfield","US Palermo","in",0.27,"Serie A",2013,FALSE
"54","Atalanta BC","Leonardo Gatto",21,"Left Winger","AC Pisa","in",0.068,"Serie A",2013,FALSE
"55","Atalanta BC","Mario Yepes",37,"Centre-Back","AC Milan","in",0,"Serie A",2013,FALSE
"56","Atalanta BC","Roberto Gagliardini",19,"Central Midfield","Atalanta U19","in",0,"Serie A",2013,FALSE
"83","Chievo Verona","Dejan Lazarevic",23,"Left Winger","Genoa","in",1.35,"Serie A",2013,FALSE
"84","Chievo Verona","Ivan Radovanovic",24,"Defensive Midfield","Atalanta","in",0.72,"Serie A",2013,FALSE
"85","Chievo Verona","Yohan Tavares",25,"Centre-Back","Standard Liège","in",0.45,"Serie A",2013,FALSE
"86","Chievo Verona","Tomasz Kupisz",23,"Right Midfield","Jagiellonia","in",0.45,"Serie A",2013,FALSE
"87","Chievo Verona","Matteo Ardemagni",26,"Centre-Forward","Atalanta","in",0.45,"Serie A",2013,TRUE
"88","Chievo Verona","Claiton",28,"Centre-Back","Bari","in",0.09,"Serie A",2013,FALSE
"89","Chievo Verona","Malick Mbaye",17,"Central Midfield","Trento","in",0,"Serie A",2013,FALSE
"90","Chievo Verona","Alessio Sestu",29,"Right Winger","Siena","in",0,"Serie A",2013,FALSE
"91","Chievo Verona","Alessandro Bernardini",26,"Centre-Back","AS Livorno","in",0,"Serie A",2013,TRUE
"92","Chievo Verona","Marcelo Estigarribia",25,"Left Midfield","Maldonado","in",0,"Serie A",2013,TRUE
"93","Chievo Verona","Riccardo Improta",19,"Left Winger","Genoa","in",0,"Serie A",2013,TRUE
"94","Chievo Verona","Manuel Pamic",26,"Left-Back","Sparta Praha","in",0,"Serie A",2013,TRUE
"95","Chievo Verona","Maxwell Acosty",21,"Right Winger","Fiorentina","in",0,"Serie A",2013,TRUE
"96","Chievo Verona","Caleb Ekuban",19,"Centre-Forward","Chievo U19","in",0,"Serie A",2013,FALSE
"134","Bologna FC 1909","Riccardo Casini",21,"Defensive Midfield","Parma","in",1.8,"Serie A",2013,FALSE
"135","Bologna FC 1909","Damjan Djokovic",23,"Central Midfield","Cesena","in",1.26,"Serie A",2013,FALSE
"136","Bologna FC 1909","Andrea Romanò",19,"Central Midfield","Inter","in",1.13,"Serie A",2013,FALSE
"137","Bologna FC 1909","Andrea Bandini",19,"Right-Back","Inter U19","in",1.13,"Serie A",2013,FALSE
"138","Bologna FC 1909","Jonathan Cristaldo",24,"Centre-Forward","Metalist","in",0.45,"Serie A",2013,TRUE
"139","Bologna FC 1909","Gianluca Curci",27,"Goalkeeper","AS Roma","in",0,"Serie A",2013,TRUE
"140","Bologna FC 1909","Denis Alibec",22,"Centre-Forward","Inter","in",0,"Serie A",2013,TRUE
"141","Bologna FC 1909","Rolando Bianchi",30,"Centre-Forward","Torino","in",0,"Serie A",2013,FALSE
"142","Bologna FC 1909","Abdallah Yaisien",19,"Attacking Midfield","Paris SG B","in",0,"Serie A",2013,FALSE
"143","Bologna FC 1909","Marek Cech",30,"Left-Back","Trabzonspor","in",0,"Serie A",2013,FALSE
"144","Bologna FC 1909","Andrea Mantovani",29,"Centre-Back","US Palermo","in",0,"Serie A",2013,TRUE
"145","Bologna FC 1909","Diego Laxalt",20,"Left-Back","Inter","in",0,"Serie A",2013,TRUE
"146","Bologna FC 1909","Emilio Badini",115,"Midfielder","Bologna U19","in",0,"Serie A",2013,FALSE
"147","Bologna FC 1909","Marco Maini",18,"Centre-Back","Bologna U19","in",0,"Serie A",2013,FALSE
"148","Bologna FC 1909","Luca Veratti",20,"Centre-Forward","Bologna U19","in",0,"Serie A",2013,FALSE
"149","Bologna FC 1909","Alex Ferrari",19,"Centre-Back","Bologna U19","in",0,"Serie A",2013,FALSE
"150","Bologna FC 1909","Thomas Job",29,"Right Winger","Without Club","in",0,"Serie A",2013,FALSE
"186","UC Sampdoria","Manolo Gabbiadini",21,"Centre-Forward","Juventus","in",10.35,"Serie A",2013,FALSE
"187","UC Sampdoria","Bartosz Salamon",22,"Centre-Back","AC Milan","in",3.06,"Serie A",2013,FALSE
"188","UC Sampdoria","Alessandro De Vitis",21,"Defensive Midfield","Parma","in",2.07,"Serie A",2013,FALSE
"189","UC Sampdoria","Birkir Bjarnason",25,"Central Midfield","Pescara","in",0.9,"Serie A",2013,FALSE
"190","UC Sampdoria","Mirko Eramo",23,"Central Midfield","Crotone","in",0.45,"Serie A",2013,FALSE
"191","UC Sampdoria","Pawel Wszolek",21,"Right Winger","Pol. Warsaw","in",0,"Serie A",2013,FALSE
"192","UC Sampdoria","Michele Fornasier",19,"Centre-Back","Man Utd U23","in",0,"Serie A",2013,FALSE
"193","UC Sampdoria","Andrea Petagna",18,"Centre-Forward","AC Milan","in",0,"Serie A",2013,TRUE
"194","UC Sampdoria","Antonino Barillà",25,"Central Midfield","Reggina","in",0,"Serie A",2013,TRUE
"228","AS Livorno","Innocent Emeghara",24,"Centre-Forward","Siena","in",0.9,"Serie A",2013,TRUE
"229","AS Livorno","Leandro Greco",27,"Central Midfield","Olympiacos","in",0.828,"Serie A",2013,FALSE
"230","AS Livorno","Saulo Decarli",21,"Centre-Back","FC Chiasso","in",0.675,"Serie A",2013,FALSE
"231","AS Livorno","Alfred Duncan",20,"Central Midfield","Inter","in",0.45,"Serie A",2013,TRUE
"232","AS Livorno","Marco Biagianti",29,"Defensive Midfield","Catania","in",0.36,"Serie A",2013,FALSE
"233","AS Livorno","Jonny Mosquera",22,"Defensive Midfield","Envigado","in",0.225,"Serie A",2013,TRUE
"234","AS Livorno","Leandro Rinaudo",30,"Centre-Back","SSC Napoli","in",0,"Serie A",2013,FALSE
"235","AS Livorno","Rubén Botta",23,"Attacking Midfield","Tigre","in",0,"Serie A",2013,FALSE
"236","AS Livorno","Nahuel Valentini",24,"Centre-Back","CA Rosario","in",0,"Serie A",2013,FALSE
"237","AS Livorno","Matteo Cipriani",16,"Goalkeeper","Sestese Jun.","in",0,"Serie A",2013,TRUE
"238","AS Livorno","Andrea Coda",28,"Centre-Back","Udinese Calcio","in",0,"Serie A",2013,TRUE
"239","AS Livorno","Francesco Bardi",21,"Goalkeeper","Inter","in",0,"Serie A",2013,TRUE
"240","AS Livorno","Marco Benassi",18,"Central Midfield","Inter","in",0,"Serie A",2013,TRUE
"241","AS Livorno","Cristiano Piccini",20,"Right-Back","Fiorentina","in",0,"Serie A",2013,TRUE
"242","AS Livorno","Ibrahima Mbaye",18,"Right-Back","Inter","in",0,"Serie A",2013,TRUE
"262","Cagliari Calcio","Danilo Avelar",24,"Centre-Back","Karpaty","in",0.9,"Serie A",2013,FALSE
"263","Cagliari Calcio","Marios Ikonomou",20,"Centre-Back","PAS Giannina","in",0.45,"Serie A",2013,FALSE
"264","Cagliari Calcio","Agim Ibraimi",25,"Right Winger","NK Maribor","in",0,"Serie A",2013,TRUE
"265","Cagliari Calcio","Werther Carboni",17,"Goalkeeper","Cagliari U19","in",0,"Serie A",2013,FALSE
"266","Cagliari Calcio","Andrea Demontis",18,"Right Midfield","Cagliari U19","in",0,"Serie A",2013,FALSE
"279","Calcio Catania","Gino Peruzzi",21,"Right-Back","Vélez Sarsfield","in",3.35,"Serie A",2013,FALSE
"280","Calcio Catania","Fabián Monzón",26,"Left-Back","Olympique Lyon","in",2.97,"Serie A",2013,FALSE
"281","Calcio Catania","Kingsley Boateng",19,"Right Winger","Milan U19","in",0.45,"Serie A",2013,TRUE
"282","Calcio Catania","Norbert Gyomber",20,"Centre-Back","Banska Bystrica","in",0.315,"Serie A",2013,FALSE
"283","Calcio Catania","Federico Freire",22,"Central Midfield","Vélez Sarsfield","in",0,"Serie A",2013,FALSE
"284","Calcio Catania","Roberto Cappai",24,"Centre-Forward","Arzachena","in",0,"Serie A",2013,FALSE
"285","Calcio Catania","Nabila Samba",20,"Centre-Back","GC Biaschesi","in",0,"Serie A",2013,FALSE
"286","Calcio Catania","Tiberio Guarente",27,"Central Midfield","Sevilla FC","in",0,"Serie A",2013,TRUE
"287","Calcio Catania","Jaroslav Plasil",31,"Central Midfield","G. Bordeaux","in",0,"Serie A",2013,TRUE
"288","Calcio Catania","Cristiano Biraghi",21,"Left Midfield","Cittadella","in",0,"Serie A",2013,TRUE
"289","Calcio Catania","Sebastián Leto",26,"Left Winger","Without Club","in",0,"Serie A",2013,FALSE
"290","Calcio Catania","Bruno Petkovic",18,"Centre-Forward","Catania U19","in",0,"Serie A",2013,FALSE
"291","Calcio Catania","Erick Cabalceta",20,"Centre-Back","Catania U19","in",0,"Serie A",2013,FALSE
"316","SSC Napoli","Gonzalo Higuaín",25,"Centre-Forward","Real Madrid","in",35.1,"Serie A",2013,FALSE
"317","SSC Napoli","Raúl Albiol",27,"Centre-Back","Real Madrid","in",10.8,"Serie A",2013,FALSE
"318","SSC Napoli","José Callejón",26,"Right Winger","Real Madrid","in",8.55,"Serie A",2013,FALSE
"319","SSC Napoli","Dries Mertens",26,"Centre-Forward","PSV Eindhoven","in",8.53,"Serie A",2013,FALSE
"320","SSC Napoli","Duván Zapata",22,"Centre-Forward","Estudiantes","in",6.72,"Serie A",2013,FALSE
"321","SSC Napoli","Rafael",23,"Goalkeeper","Santos FC","in",4.5,"Serie A",2013,FALSE
"322","SSC Napoli","Pablo Armero",26,"Left-Back","Udinese Calcio","in",3.6,"Serie A",2013,FALSE
"323","SSC Napoli","Emanuele Calaiò",31,"Centre-Forward","Siena","in",1.13,"Serie A",2013,FALSE
"324","SSC Napoli","Josip Radosevic",19,"Defensive Midfield","Hajduk Split","in",0.9,"Serie A",2013,FALSE
"325","SSC Napoli","Igor Lasicki",19,"Centre-Back","Lubin II","in",0.225,"Serie A",2013,FALSE
"326","SSC Napoli","Pepe Reina",30,"Goalkeeper","Liverpool","in",0,"Serie A",2013,TRUE
"356","Juventus FC","Angelo Ogbonna",25,"Centre-Back","Torino","in",13.5,"Serie A",2013,FALSE
"357","Juventus FC","Carlos Tévez",29,"Second Striker","Man City","in",8.1,"Serie A",2013,FALSE
"358","Juventus FC","Federico Peluso",29,"Left-Back","Atalanta","in",4.32,"Serie A",2013,FALSE
"359","Juventus FC","Domenico Berardi",19,"Right Winger","Sassuolo","in",4.05,"Serie A",2013,FALSE
"360","Juventus FC","Simone Zaza",22,"Centre-Forward","Sampdoria","in",3.15,"Serie A",2013,FALSE
"361","Juventus FC","Ciro Immobile",23,"Centre-Forward","Genoa","in",2.48,"Serie A",2013,FALSE
"362","Juventus FC","Alberto Gallinetta",21,"Goalkeeper","Parma","in",1.6,"Serie A",2013,FALSE
"363","Juventus FC","Marcel Büchel",22,"Central Midfield","Siena","in",1.35,"Serie A",2013,FALSE
"364","Juventus FC","Nazzareno Belfasti",19,"Left-Back","Modena","in",0.684,"Serie A",2013,FALSE
"365","Juventus FC","Elio De Silvestro",20,"Right Winger","Pro Vercelli","in",0.684,"Serie A",2013,FALSE
"366","Juventus FC","Elvis Kabashi",19,"Central Midfield","Empoli U19","in",0.63,"Serie A",2013,FALSE
"367","Juventus FC","Luca Castiglia",24,"Central Midfield","Vicenza","in",0.315,"Serie A",2013,FALSE
"368","Juventus FC","Mbaye Diagne",21,"Centre-Forward","Bra","in",0.09,"Serie A",2013,FALSE
"369","Juventus FC","Fernando Llorente",28,"Centre-Forward","Athletic","in",0,"Serie A",2013,FALSE
"370","Juventus FC","Ouasim Bouy",20,"Defensive Midfield","Juventus U19","in",0,"Serie A",2013,FALSE
"406","ACF Fiorentina","Juan Cuadrado",25,"Right-Back","Udinese Calcio","in",18,"Serie A",2013,FALSE
"407","ACF Fiorentina","Mario Gómez",28,"Centre-Forward","Bayern Munich","in",13.95,"Serie A",2013,FALSE
"408","ACF Fiorentina","Josip Ilicic",25,"Second Striker","US Palermo","in",8.1,"Serie A",2013,FALSE
"409","ACF Fiorentina","Ante Rebic",19,"Left Winger","RNK Split","in",4.05,"Serie A",2013,FALSE
"410","ACF Fiorentina","Marko Bakic",19,"Central Midfield","Torino","in",2.25,"Serie A",2013,FALSE
"411","ACF Fiorentina","Joaquín",31,"Right Winger","Málaga CF","in",1.62,"Serie A",2013,FALSE
"412","ACF Fiorentina","Oleksandr Yakovenko",25,"Left Winger","RSC Anderlecht","in",0,"Serie A",2013,FALSE
"413","ACF Fiorentina","Marcos Alonso",22,"Left-Back","Bolton","in",0,"Serie A",2013,FALSE
"414","ACF Fiorentina","Massimo Ambrosini",36,"Central Midfield","AC Milan","in",0,"Serie A",2013,FALSE
"415","ACF Fiorentina","Gustavo Munúa",35,"Goalkeeper","Levante","in",0,"Serie A",2013,FALSE
"416","ACF Fiorentina","Luca Lezzerini",18,"Goalkeeper","Fiorentina U19","in",0,"Serie A",2013,FALSE
"417","ACF Fiorentina","Federico Bernardeschi",19,"Right Winger","Fiorentina U19","in",0,"Serie A",2013,FALSE
"439","AS Roma","Kevin Strootman",23,"Central Midfield","PSV Eindhoven","in",15.75,"Serie A",2013,FALSE
"440","AS Roma","Medhi Benatia",26,"Centre-Back","Udinese Calcio","in",12.15,"Serie A",2013,FALSE
"441","AS Roma","Adem Ljajic",21,"Attacking Midfield","Fiorentina","in",10.8,"Serie A",2013,FALSE
"442","AS Roma","Gervinho",26,"Left Winger","Arsenal","in",7.2,"Serie A",2013,FALSE
"443","AS Roma","Tin Jedvaj",17,"Centre-Back","Dinamo Zagreb","in",4.5,"Serie A",2013,FALSE
"444","AS Roma","Mattia Destro",22,"Centre-Forward","Genoa","in",4.05,"Serie A",2013,FALSE
"445","AS Roma","Valerio Verre",19,"Attacking Midfield","Genoa","in",2.25,"Serie A",2013,FALSE
"446","AS Roma","Gianluca Caprari",19,"Second Striker","Pescara","in",1.8,"Serie A",2013,FALSE
"447","AS Roma","Giammario Piscitella",20,"Left Winger","Genoa","in",1.35,"Serie A",2013,FALSE
"448","AS Roma","Lukasz Skorupski",22,"Goalkeeper","Górnik Zabrze","in",0.801,"Serie A",2013,FALSE
"449","AS Roma","Morgan De Sanctis",36,"Goalkeeper","SSC Napoli","in",0.45,"Serie A",2013,FALSE
"450","AS Roma","Federico Barba",19,"Centre-Back","Grosseto","in",0.36,"Serie A",2013,FALSE
"451","AS Roma","Maicon",31,"Right-Back","Man City","in",0,"Serie A",2013,FALSE
"452","AS Roma","Amara Konate",22,"Centre-Forward","Campobasso","in",0,"Serie A",2013,FALSE
"453","AS Roma","Babù",32,"Right Winger","Paganese","in",0,"Serie A",2013,FALSE
"454","AS Roma","Federico Ricci",19,"Right Winger","Roma U19","in",0,"Serie A",2013,FALSE
"488","FC Internazionale","Mauro Icardi",20,"Centre-Forward","Sampdoria","in",11.7,"Serie A",2013,FALSE
"489","FC Internazionale","Saphir Taider",21,"Central Midfield","Bologna","in",6.75,"Serie A",2013,FALSE
"490","FC Internazionale","Matías Silvestre",28,"Centre-Back","US Palermo","in",5.4,"Serie A",2013,FALSE
"491","FC Internazionale","Ishak Belfodil",21,"Centre-Forward","Parma","in",5.18,"Serie A",2013,FALSE
"492","FC Internazionale","Diego Laxalt",20,"Left-Back","Defensor","in",2.07,"Serie A",2013,FALSE
"493","FC Internazionale","Wallace Oliveira",19,"Right-Back","Chelsea","in",1.35,"Serie A",2013,TRUE
"494","FC Internazionale","Gaby Mudingayi",31,"Defensive Midfield","Bologna","in",0.675,"Serie A",2013,FALSE
"495","FC Internazionale","Luca Caldirola",22,"Centre-Back","Cesena","in",0.675,"Serie A",2013,FALSE
"496","FC Internazionale","Rolando",27,"Centre-Back","FC Porto","in",0.45,"Serie A",2013,TRUE
"497","FC Internazionale","Luca Tremolada",21,"Attacking Midfield","Como","in",0.045,"Serie A",2013,FALSE
"498","FC Internazionale","Marco Andreolli",27,"Centre-Back","Chievo Verona","in",0,"Serie A",2013,FALSE
"499","FC Internazionale","Hugo Campagnaro",33,"Centre-Back","SSC Napoli","in",0,"Serie A",2013,FALSE
"500","FC Internazionale","Patrick Olsen",19,"Central Midfield","Inter U19","in",0,"Serie A",2013,FALSE
"501","FC Internazionale","Raffaele Di Gennaro",19,"Goalkeeper","Inter U19","in",0,"Serie A",2013,FALSE
"531","Parma FC","Marco Parolo",28,"Central Midfield","Cesena","in",2.7,"Serie A",2013,FALSE
"532","Parma FC","Daniele Gragnoli",19,"Centre-Forward","Ascoli","in",1.44,"Serie A",2013,FALSE
"533","Parma FC","Francesco Finocchio",21,"Right Winger","Bologna","in",0.9,"Serie A",2013,FALSE
"534","Parma FC","Denilson Gabionetta",27,"Right Winger","Crotone","in",0.9,"Serie A",2013,FALSE
"535","Parma FC","Gianni Munari",30,"Central Midfield","Sampdoria","in",0.9,"Serie A",2013,FALSE
"536","Parma FC","Luca Ceppitelli",24,"Centre-Back","Bari","in",0.9,"Serie A",2013,FALSE
"537","Parma FC","Slawomir Peszko",28,"Left Winger","1. FC Köln","in",0.558,"Serie A",2013,FALSE
"538","Parma FC","Filip Jankovic",18,"Attacking Midfield","Red Star U19","in",0.45,"Serie A",2013,FALSE
"539","Parma FC","Mory Koné",19,"Centre-Back","Le Mans FC","in",0.45,"Serie A",2013,FALSE
"540","Parma FC","Carlos García",20,"Centre-Back","Juventus","in",0.45,"Serie A",2013,FALSE
"541","Parma FC","Massimo Loviso",29,"Defensive Midfield","Crotone","in",0.36,"Serie A",2013,FALSE
"542","Parma FC","Tomas Danilevicius",35,"Centre-Forward","Latina Calcio","in",0.36,"Serie A",2013,FALSE
"543","Parma FC","Zouhair Feddal",23,"Centre-Back","FUS Rabat","in",0.315,"Serie A",2013,FALSE
"544","Parma FC","Alessandro Favalli",20,"Left-Back","Cremonese","in",0.225,"Serie A",2013,FALSE
"545","Parma FC","Alessandro Ligi",23,"Centre-Back","Crotone","in",0.135,"Serie A",2013,FALSE
"546","Parma FC","Andrea Brighenti",25,"Centre-Forward","Renate","in",0.069,"Serie A",2013,FALSE
"547","Parma FC","Giuliano Laezza",19,"Centre-Back","Arzanese","in",0.068,"Serie A",2013,FALSE
"548","Parma FC","Simone Palermo",24,"Central Midfield","AS Gubbio","in",0.063,"Serie A",2013,FALSE
"549","Parma FC","Pedro Mendes",22,"Centre-Back","Sporting B","in",0,"Serie A",2013,FALSE
"550","Parma FC","Gennaro Scognamiglio",26,"Centre-Back","Juve Stabia","in",0,"Serie A",2013,FALSE
"551","Parma FC","Jorman Aguilar",18,"Centre-Forward","Río Abajo","in",0,"Serie A",2013,FALSE
"552","Parma FC","Tomislav Saric",23,"Central Midfield","Inter Zapresic","in",0,"Serie A",2013,FALSE
"553","Parma FC","Nicola Russo",21,"Left Winger","Nocerina","in",0,"Serie A",2013,FALSE
"554","Parma FC","Alex Cordaz",30,"Goalkeeper","Cittadella","in",0,"Serie A",2013,FALSE
"555","Parma FC","Luca Berardocco",22,"Defensive Midfield","Pescara","in",0,"Serie A",2013,FALSE
"556","Parma FC","Giuseppe Prestia",19,"Centre-Back","US Palermo","in",0,"Serie A",2013,FALSE
"557","Parma FC","Abdelaye Diakite",23,"Centre-Back","Racing Aprilia","in",0,"Serie A",2013,FALSE
"558","Parma FC","Francesco Rapisarda",21,"Right-Back","L'Aquila","in",0,"Serie A",2013,FALSE
"559","Parma FC","Matteo Bibba",21,"Goalkeeper","Casale","in",0,"Serie A",2013,FALSE
"560","Parma FC","Stefano Rossini",22,"Midfielder","Fondi","in",0,"Serie A",2013,FALSE
"561","Parma FC","Soufiane Bidaoui",23,"Left Winger","Lierse SK","in",0,"Serie A",2013,FALSE
"562","Parma FC","Uros Celcer",24,"Left-Back","ND Gorica","in",0,"Serie A",2013,FALSE
"563","Parma FC","Angelo Tartaglia",20,"Centre-Back","Andria","in",0,"Serie A",2013,FALSE
"564","Parma FC","Cristiano Spirito",21,"Right-Back","Melfi","in",0,"Serie A",2013,FALSE
"565","Parma FC","Robert Stillo",22,"Goalkeeper","Genoa","in",0,"Serie A",2013,FALSE
"566","Parma FC","Giordano Maccarrone",23,"Centre-Back","Catania","in",0,"Serie A",2013,FALSE
"567","Parma FC","Nicolas Sumsky",19,"Attacking Midfield","Bohemians 1905","in",0,"Serie A",2013,FALSE
"568","Parma FC","Gianvito Misuraca",23,"Central Midfield","Vicenza","in",0,"Serie A",2013,FALSE
"569","Parma FC","Pietro Tripoli",26,"Left Winger","Varese","in",0,"Serie A",2013,FALSE
"570","Parma FC","Alessandro Luparini",20,"Centre-Forward","Spoleto","in",0,"Serie A",2013,FALSE
"571","Parma FC","Gabriele Puccio",23,"Central Midfield","Monza","in",0,"Serie A",2013,FALSE
"572","Parma FC","Mirko Velardi",25,"Central Midfield","US Palermo","in",0,"Serie A",2013,FALSE
"573","Parma FC","Carmine De Sena",21,"Centre-Forward","Portogruaro","in",0,"Serie A",2013,FALSE
"574","Parma FC","Gonzalo Mastriani",20,"Centre-Forward","CA Cerro","in",0,"Serie A",2013,FALSE
"575","Parma FC","Paolo Dametto",20,"Centre-Back","Cagliari Calcio","in",0,"Serie A",2013,FALSE
"576","Parma FC","Marco Modolo",24,"Centre-Back","Pro Vercelli","in",0,"Serie A",2013,FALSE
"577","Parma FC","Nabil Taïder",30,"Central Midfield","Como","in",0,"Serie A",2013,FALSE
"578","Parma FC","Andrea Scicchitano",21,"Central Midfield","Siena","in",0,"Serie A",2013,FALSE
"579","Parma FC","Nicola Cosentini",25,"Defensive Midfield","Tauras","in",0,"Serie A",2013,FALSE
"580","Parma FC","Mauro Cerquetani",19,"Right-Back","Cavese","in",0,"Serie A",2013,FALSE
"581","Parma FC","Simon Gentili",23,"Midfielder","Arezzo","in",0,"Serie A",2013,FALSE
"582","Parma FC","Matteo Bellucci",21,"Forward","La Storta","in",0,"Serie A",2013,FALSE
"583","Parma FC","Edoardo Pacini",22,"Right Midfield","Bellaria IM","in",0,"Serie A",2013,FALSE
"584","Parma FC","Emmanuel Cascione",29,"Central Midfield","Pescara","in",0,"Serie A",2013,FALSE
"585","Parma FC","Alessandro Cesarini",24,"Attacking Midfield","Spezia Calcio","in",0,"Serie A",2013,FALSE
"586","Parma FC","Mattia De Deo",21,"Goalkeeper","Riccione","in",0,"Serie A",2013,FALSE
"587","Parma FC","Tommaso Domini",23,"Right Midfield","Ribelle","in",0,"Serie A",2013,FALSE
"588","Parma FC","Claudio Corsetti",27,"Left Winger","Sorrento","in",0,"Serie A",2013,FALSE
"589","Parma FC","Walter Gargano",29,"Defensive Midfield","SSC Napoli","in",0,"Serie A",2013,TRUE
"590","Parma FC","Cristobal Jorquera",25,"Central Midfield","Genoa","in",0,"Serie A",2013,FALSE
"591","Parma FC","Antonio Cassano",30,"Second Striker","Inter","in",0,"Serie A",2013,TRUE
"592","Parma FC","Afriyie Acquah",21,"Central Midfield","TSG Hoffenheim","in",0,"Serie A",2013,TRUE
"593","Parma FC","Mattia Cassani",29,"Right-Back","Fiorentina","in",0,"Serie A",2013,TRUE
"594","Parma FC","Joel Obi",22,"Central Midfield","Inter","in",0,"Serie A",2013,TRUE
"595","Parma FC","Alberto Cerri",17,"Centre-Forward","Parma FC Youth","in",0,"Serie A",2013,FALSE
"596","Parma FC","José Mauri",17,"Central Midfield","Parma FC Youth","in",0,"Serie A",2013,FALSE
"597","Parma FC","Alberto Ricter",20,"Centre-Forward","Parma U19","in",0,"Serie A",2013,FALSE
"757","Genoa CFC","Sime Vrsaljko",21,"Right-Back","Dinamo Zagreb","in",4.39,"Serie A",2013,FALSE
"758","Genoa CFC","Giannis Fetfatzidis",22,"Right Winger","Olympiacos","in",3.6,"Serie A",2013,FALSE
"759","Genoa CFC","Rodney Strasser",23,"Defensive Midfield","AC Milan","in",3.15,"Serie A",2013,FALSE
"760","Genoa CFC","Panagiotis Tachtsidis",22,"Defensive Midfield","AS Roma","in",2.7,"Serie A",2013,FALSE
"761","Genoa CFC","Isaac Cofie",21,"Central Midfield","Chievo Verona","in",2.7,"Serie A",2013,FALSE
"762","Genoa CFC","Mario Santana",31,"Right Winger","SSC Napoli","in",2.7,"Serie A",2013,FALSE
"763","Genoa CFC","Kévin Vinetot",25,"Centre-Back","Crotone","in",0.9,"Serie A",2013,FALSE
"764","Genoa CFC","Ricardo Centurión",20,"Left Winger","Racing Club","in",0.549,"Serie A",2013,TRUE
"765","Genoa CFC","Albano Bizzarri",35,"Goalkeeper","Lazio","in",0.27,"Serie A",2013,FALSE
"766","Genoa CFC","Luca Antonini",31,"Left-Back","AC Milan","in",0,"Serie A",2013,FALSE
"767","Genoa CFC","Daniane Jawad",27,"Left Winger","Viktoria Zizkov","in",0,"Serie A",2013,FALSE
"768","Genoa CFC","Sebastien De Maio",26,"Centre-Back","Brescia","in",0,"Serie A",2013,FALSE
"769","Genoa CFC","Jami Rafati",19,"Central Midfield","West Ham U21","in",0,"Serie A",2013,FALSE
"770","Genoa CFC","Giovanni Marchese",28,"Left-Back","Catania","in",0,"Serie A",2013,FALSE
"771","Genoa CFC","Emanuele Calaiò",31,"Centre-Forward","SSC Napoli","in",0,"Serie A",2013,TRUE
"772","Genoa CFC","Adrian Stoian",22,"Left Winger","Chievo Verona","in",0,"Serie A",2013,TRUE
"773","Genoa CFC","Alessandro Gamberini",31,"Centre-Back","SSC Napoli","in",0,"Serie A",2013,TRUE
"774","Genoa CFC","Moussa Konaté",20,"Centre-Forward","Krasnodar","in",0,"Serie A",2013,TRUE
"775","Genoa CFC","Lukas Zima",19,"Goalkeeper","Genoa U19","in",0,"Serie A",2013,FALSE
"776","Genoa CFC","Moro Alhassan",19,"Defensive Midfield","Genoa U19","in",0,"Serie A",2013,FALSE
"777","Genoa CFC","Michael Ventre",17,"Second Striker","Genoa CFC Youth","in",0,"Serie A",2013,FALSE
