"","club_name","player_name","age","position","club_involved_name","transfer_movement","fee_cleaned","league_name","year","transfer_loan"
"14","AC Milan","Kevin-Prince Boateng",26,"Attacking Midfield","FC Schalke 04","out",9,"Serie A",2013,FALSE
"15","AC Milan","Rodney Strasser",23,"Defensive Midfield","Genoa","out",3.15,"Serie A",2013,FALSE
"16","AC Milan","Bartosz Salamon",22,"Centre-Back","Sampdoria","out",3.06,"Serie A",2013,FALSE
"17","AC Milan","Michelangelo Albertazzi",22,"Left-Back","Hellas Verona","out",0.45,"Serie A",2013,FALSE
"18","AC Milan","Cristian Daminuta",23,"Defensive Midfield","FC Viitorul","out",0,"Serie A",2013,TRUE
"19","AC Milan","Bakaye Traoré",28,"Central Midfield","K. Erciyesspor","out",0,"Serie A",2013,TRUE
"20","AC Milan","Luca Antonini",31,"Left-Back","Genoa","out",0,"Serie A",2013,FALSE
"21","AC Milan","Mathieu Flamini",29,"Defensive Midfield","Arsenal","out",0,"Serie A",2013,FALSE
"22","AC Milan","Adrià Carmona",21,"Left Winger","Girona","out",0,"Serie A",2013,FALSE
"23","AC Milan","Pelé",21,"Defensive Midfield","Olhanense","out",0,"Serie A",2013,TRUE
"24","AC Milan","Mario Yepes",37,"Centre-Back","Atalanta","out",0,"Serie A",2013,FALSE
"25","AC Milan","Massimo Ambrosini",36,"Central Midfield","Fiorentina","out",0,"Serie A",2013,FALSE
"26","AC Milan","Taye Taiwo",28,"Left-Back","Bursaspor","out",0,"Serie A",2013,FALSE
"27","AC Milan","Marco Gaeta",21,"Centre-Forward","Teramo","out",0,"Serie A",2013,TRUE
"28","AC Milan","Andrea Petagna",18,"Centre-Forward","Sampdoria","out",0,"Serie A",2013,TRUE
"29","AC Milan","Attila Filkor",25,"Central Midfield","LB Châteauroux","out",0,"Serie A",2013,TRUE
"30","AC Milan","Gianmario Comi",21,"Centre-Forward","Novara","out",0,"Serie A",2013,TRUE
"31","AC Milan","Mattia Desolé",20,"Left-Back","FC Chiasso","out",0,"Serie A",2013,TRUE
"32","AC Milan","Rodrigo Ely",19,"Centre-Back","Varese","out",0,"Serie A",2013,TRUE
"33","AC Milan","Pontons Paz",18,"Left Winger","Nocerina","out",0,"Serie A",2013,TRUE
"34","AC Milan","Edmund Hottor",20,"Central Midfield","Nocerina","out",0,"Serie A",2013,TRUE
"35","AC Milan","Luca Santonocito",22,"Attacking Midfield","Monza","out",0,"Serie A",2013,TRUE
"36","AC Milan","Gianmarco Zigoni",22,"Centre-Forward","Lecce","out",0,"Serie A",2013,TRUE
"37","AC Milan","Matteo Chinellato",21,"Centre-Forward","Sorrento","out",0,"Serie A",2013,TRUE
"38","AC Milan","Edoardo Pazzagli",24,"Goalkeeper","Ascoli","out",0,"Serie A",2013,TRUE
"39","AC Milan","Nnamdi Oduamadi",22,"Right Winger","Brescia","out",0,"Serie A",2013,TRUE
"40","AC Milan","Marco Fossati",20,"Central Midfield","Bari","out",0,"Serie A",2013,TRUE
"41","AC Milan","Dídac Vilà",24,"Left-Back","Real Betis","out",0,"Serie A",2013,TRUE
"42","AC Milan","Alessio Innocenti",20,"Defensive Midfield","Südtirol","out",0,"Serie A",2013,TRUE
"43","AC Milan","Giacomo Beretta",21,"Centre-Forward","Lecce","out",0,"Serie A",2013,TRUE
"44","AC Milan","Umberto Previti",23,"Goalkeeper","Retired","out",0,"Serie A",2013,FALSE
"45","AC Milan","Cristián Zapata",26,"Centre-Back","Villarreal","out",0,"Serie A",2013,TRUE
"46","AC Milan","Bojan Krkic",22,"Second Striker","AS Roma","out",0,"Serie A",2013,TRUE
"57","Atalanta BC","Federico Peluso",29,"Left-Back","Juventus","out",4.32,"Serie A",2013,FALSE
"58","Atalanta BC","Ivan Radovanovic",24,"Defensive Midfield","Chievo Verona","out",0.72,"Serie A",2013,FALSE
"59","Atalanta BC","Matteo Ardemagni",26,"Centre-Forward","Chievo Verona","out",0.45,"Serie A",2013,TRUE
"60","Atalanta BC","Matteo Gentili",24,"Centre-Back","Reggina","out",0.09,"Serie A",2013,FALSE
"61","Atalanta BC","Marcello Possenti",21,"Left-Back","Reggiana","out",0,"Serie A",2013,FALSE
"62","Atalanta BC","Emanuele Suagher",20,"Centre-Back","Crotone","out",0,"Serie A",2013,TRUE
"63","Atalanta BC","Matteo Contini",33,"Centre-Back","Juve Stabia","out",0,"Serie A",2013,TRUE
"64","Atalanta BC","Matteo Scozzarella",25,"Defensive Midfield","Juve Stabia","out",0,"Serie A",2013,TRUE
"65","Atalanta BC","Daniele Capelli",27,"Centre-Back","Cesena","out",0,"Serie A",2013,TRUE
"66","Atalanta BC","Francesco Rossi",22,"Goalkeeper","Pavia","out",0,"Serie A",2013,TRUE
"67","Atalanta BC","Simone Magnaghi",19,"Centre-Forward","Virtus Entella","out",0,"Serie A",2013,TRUE
"68","Atalanta BC","Carlo Cremaschi",21,"Right-Back","Nocerina","out",0,"Serie A",2013,TRUE
"69","Atalanta BC","Alberto Almici",20,"Right-Back","Cesena","out",0,"Serie A",2013,TRUE
"70","Atalanta BC","Leonardo Gatto",21,"Left Winger","Virtus Lanciano","out",0,"Serie A",2013,TRUE
"71","Atalanta BC","Simone Colombi",22,"Goalkeeper","Padova","out",0,"Serie A",2013,TRUE
"72","Atalanta BC","Salvatore Molina",21,"Right Midfield","Modena","out",0,"Serie A",2013,TRUE
"73","Atalanta BC","Prince Gouano",19,"Centre-Back","RKC Waalwijk","out",0,"Serie A",2013,TRUE
"74","Atalanta BC","Luca Barbugian",19,"Goalkeeper","Retired","out",0,"Serie A",2013,FALSE
"75","Atalanta BC","Michele Ferri",32,"Centre-Back","Without Club","out",0,"Serie A",2013,FALSE
"76","Atalanta BC","James Troisi",25,"Attacking Midfield","Melbourne","out",0,"Serie A",2013,TRUE
"77","Atalanta BC","Luca Cigarini",27,"Defensive Midfield","SSC Napoli","out",0,"Serie A",2013,TRUE
"78","Atalanta BC","Facundo Parra",28,"Centre-Forward","Independiente","out",0,"Serie A",2013,TRUE
"79","Atalanta BC","Davide Biondini",30,"Central Midfield","Genoa","out",0,"Serie A",2013,TRUE
"80","Atalanta BC","Giuseppe De Luca",21,"Centre-Forward","Varese","out",0,"Serie A",2013,TRUE
"81","Atalanta BC","Luigi Giorgi",26,"Central Midfield","Novara","out",0,"Serie A",2013,TRUE
"82","Atalanta BC","Igor Budan",33,"Centre-Forward","US Palermo","out",0,"Serie A",2013,TRUE
"97","Chievo Verona","Isaac Cofie",21,"Central Midfield","Genoa","out",2.7,"Serie A",2013,FALSE
"98","Chievo Verona","Stefano Sorrentino",34,"Goalkeeper","US Palermo","out",1.8,"Serie A",2013,FALSE
"99","Chievo Verona","Diego Farias",23,"Second Striker","Sassuolo","out",0.495,"Serie A",2013,TRUE
"100","Chievo Verona","Nestor Djengoue",22,"Centre-Back","FSV Frankfurt","out",0.09,"Serie A",2013,FALSE
"101","Chievo Verona","Antimo Iunco",29,"Second Striker","Trapani","out",0.09,"Serie A",2013,FALSE
"102","Chievo Verona","Andrea Seculin",23,"Goalkeeper","AS Avellino","out",0,"Serie A",2013,TRUE
"103","Chievo Verona","Yohan Tavares",25,"Centre-Back","Estoril","out",0,"Serie A",2013,FALSE
"104","Chievo Verona","Davide Tonani",21,"Centre-Forward","Borgomanero","out",0,"Serie A",2013,FALSE
"105","Chievo Verona","Marco Andreolli",27,"Centre-Back","Inter","out",0,"Serie A",2013,FALSE
"106","Chievo Verona","Massimo Zamparo",21,"Centre-Back","Paganese","out",0,"Serie A",2013,FALSE
"107","Chievo Verona","Nikolaos Spyropoulos",29,"Left-Back","PAOK Salonika","out",0,"Serie A",2013,FALSE
"108","Chievo Verona","Bojan Jokic",27,"Left-Back","Villarreal","out",0,"Serie A",2013,FALSE
"109","Chievo Verona","Santiago Morero",31,"Centre-Back","Siena","out",0.018,"Serie A",2013,FALSE
"110","Chievo Verona","Caleb Ekuban",19,"Centre-Forward","Südtirol","out",0,"Serie A",2013,TRUE
"111","Chievo Verona","Alessandro Sbaffo",22,"Central Midfield","Reggina","out",0,"Serie A",2013,TRUE
"112","Chievo Verona","Kamil Vacek",26,"Central Midfield","Sparta Praha","out",0,"Serie A",2013,TRUE
"113","Chievo Verona","Nicola Rigoni",22,"Central Midfield","Reggina","out",0,"Serie A",2013,TRUE
"114","Chievo Verona","Luca Martinelli",24,"Centre-Back","Juve Stabia","out",0,"Serie A",2013,TRUE
"115","Chievo Verona","Roberto Inglese",21,"Centre-Forward","Carpi","out",0,"Serie A",2013,TRUE
"116","Chievo Verona","Filippo Fondi",24,"Central Midfield","Bassano","out",0,"Serie A",2013,TRUE
"117","Chievo Verona","Adrian Stoian",22,"Left Winger","Genoa","out",0,"Serie A",2013,TRUE
"118","Chievo Verona","Federico Scappi",19,"Centre-Back","Reggiana","out",0,"Serie A",2013,TRUE
"119","Chievo Verona","Marco Pavanello",21,"Goalkeeper","Virtus Verona","out",0,"Serie A",2013,TRUE
"120","Chievo Verona","Matteo Solini",20,"Centre-Back","Reggiana","out",0,"Serie A",2013,TRUE
"121","Chievo Verona","Pavol Farkas",28,"Centre-Back","Ternana","out",0,"Serie A",2013,TRUE
"122","Chievo Verona","Sergio Viotti",23,"Goalkeeper","Juve Stabia","out",0,"Serie A",2013,TRUE
"123","Chievo Verona","Radoslav Kirilov",21,"Left Winger","Carpi","out",0,"Serie A",2013,TRUE
"124","Chievo Verona","Amedeo Benedetti",21,"Left-Back","Lumezzane","out",0,"Serie A",2013,TRUE
"125","Chievo Verona","Jacopo Coletta",21,"Goalkeeper","SPAL","out",0,"Serie A",2013,TRUE
"126","Chievo Verona","Pablo Granoche",29,"Centre-Forward","Cesena","out",0,"Serie A",2013,TRUE
"127","Chievo Verona","Marcello Falzerano",22,"Central Midfield","Without Club","out",0,"Serie A",2013,FALSE
"128","Chievo Verona","Matteo Oliboni",20,"Left-Back","Without Club","out",0,"Serie A",2013,FALSE
"129","Chievo Verona","Felipe Seymour",25,"Defensive Midfield","Genoa","out",0,"Serie A",2013,TRUE
"130","Chievo Verona","Samir Ujkani",24,"Goalkeeper","US Palermo","out",0,"Serie A",2013,TRUE
"131","Chievo Verona","Mario Sampirisi",20,"Right-Back","Genoa","out",0,"Serie A",2013,TRUE
"132","Chievo Verona","Gabriel Hauche",26,"Centre-Forward","Racing Club","out",0,"Serie A",2013,TRUE
"133","Chievo Verona","Francesco Acerbi",25,"Centre-Back","Genoa","out",0,"Serie A",2013,TRUE
"151","Bologna FC 1909","Saphir Taider",21,"Central Midfield","Inter","out",6.75,"Serie A",2013,FALSE
"152","Bologna FC 1909","Andrea Ingegneri",21,"Centre-Back","Cesena","out",1.13,"Serie A",2013,FALSE
"153","Bologna FC 1909","Francesco Finocchio",21,"Right Winger","Parma","out",0.9,"Serie A",2013,FALSE
"154","Bologna FC 1909","Gaby Mudingayi",31,"Defensive Midfield","Inter","out",0.675,"Serie A",2013,FALSE
"155","Bologna FC 1909","Nicola Capellini",22,"Attacking Midfield","Cesena","out",0,"Serie A",2013,FALSE
"156","Bologna FC 1909","Martí Riverola",22,"Central Midfield","RCD Mallorca","out",0,"Serie A",2013,TRUE
"157","Bologna FC 1909","Thomas Job",29,"Right Winger","Honvéd","out",0,"Serie A",2013,FALSE
"158","Bologna FC 1909","Andrea Romanò",19,"Central Midfield","Crotone","out",0,"Serie A",2013,TRUE
"159","Bologna FC 1909","Andrea Bandini",19,"Right-Back","Reggiana","out",0,"Serie A",2013,TRUE
"160","Bologna FC 1909","Cesare Rickler",26,"Centre-Back","Mantova FC","out",0,"Serie A",2013,TRUE
"161","Bologna FC 1909","Nico Pulzetti",29,"Central Midfield","Siena","out",0,"Serie A",2013,TRUE
"162","Bologna FC 1909","Alessandro Marchi",23,"Central Midfield","Catanzaro","out",0,"Serie A",2013,TRUE
"163","Bologna FC 1909","Damjan Djokovic",23,"Central Midfield","CFR Cluj","out",0,"Serie A",2013,TRUE
"164","Bologna FC 1909","Kadir Caidi",23,"Centre-Back","Bellaria IM","out",0,"Serie A",2013,TRUE
"165","Bologna FC 1909","Mathías Abero",23,"Left-Back","AS Avellino","out",0,"Serie A",2013,TRUE
"166","Bologna FC 1909","Federico Casarini",23,"Central Midfield","Virtus Lanciano","out",0,"Serie A",2013,TRUE
"167","Bologna FC 1909","Daniele Grandi",20,"Centre-Forward","Bellaria IM","out",0,"Serie A",2013,TRUE
"168","Bologna FC 1909","Luca Veratti",20,"Centre-Forward","Feralpisalò","out",0,"Serie A",2013,TRUE
"169","Bologna FC 1909","Riccardo Pasi",22,"Attacking Midfield","Santarcangelo","out",0,"Serie A",2013,TRUE
"170","Bologna FC 1909","Manuel Gavilán",21,"Centre-Forward","San Marino","out",0,"Serie A",2013,TRUE
"171","Bologna FC 1909","Giacomo Venturi",21,"Goalkeeper","San Marino","out",0,"Serie A",2013,TRUE
"172","Bologna FC 1909","Gianluca Draghetti",19,"Right Winger","San Marino","out",0,"Serie A",2013,TRUE
"173","Bologna FC 1909","Riccardo Casini",21,"Defensive Midfield","Catanzaro","out",0,"Serie A",2013,TRUE
"174","Bologna FC 1909","Filippo Lombardi",23,"Goalkeeper","Bassano","out",0,"Serie A",2013,TRUE
"175","Bologna FC 1909","Angelo Gregorio",22,"Centre-Back","Teramo","out",0,"Serie A",2013,TRUE
"176","Bologna FC 1909","Matteo Boccaccini",20,"Centre-Back","Bellaria IM","out",0,"Serie A",2013,TRUE
"177","Bologna FC 1909","Giuseppe Nazzani",23,"Defensive Midfield","Without Club","out",0,"Serie A",2013,FALSE
"178","Bologna FC 1909","Cristian Pasquato",23,"Second Striker","Udinese Calcio","out",0,"Serie A",2013,TRUE
"179","Bologna FC 1909","Gianluca Curci",27,"Goalkeeper","AS Roma","out",0,"Serie A",2013,TRUE
"180","Bologna FC 1909","Roger Carvalho",26,"Centre-Back","Tombense","out",0,"Serie A",2013,TRUE
"181","Bologna FC 1909","Marco Motta",27,"Right-Back","Juventus","out",0,"Serie A",2013,TRUE
"182","Bologna FC 1909","Tiberio Guarente",27,"Central Midfield","Sevilla FC","out",0,"Serie A",2013,TRUE
"183","Bologna FC 1909","Manolo Gabbiadini",21,"Centre-Forward","Juventus","out",0,"Serie A",2013,TRUE
"184","Bologna FC 1909","Alberto Gilardino",30,"Centre-Forward","Genoa","out",0,"Serie A",2013,TRUE
"185","Bologna FC 1909","Naldo",24,"Centre-Back","Granada CF","out",0,"Serie A",2013,TRUE
"195","UC Sampdoria","Mauro Icardi",20,"Centre-Forward","Inter","out",11.7,"Serie A",2013,FALSE
"196","UC Sampdoria","Andrea Poli",23,"Central Midfield","AC Milan","out",5.4,"Serie A",2013,FALSE
"197","UC Sampdoria","Simone Zaza",22,"Centre-Forward","Juventus","out",3.15,"Serie A",2013,FALSE
"198","UC Sampdoria","Jonathan Rossini",24,"Centre-Back","Sassuolo","out",1.17,"Serie A",2013,FALSE
"199","UC Sampdoria","Gianni Munari",30,"Central Midfield","Parma","out",0.9,"Serie A",2013,FALSE
"200","UC Sampdoria","Fabrizio Cacciatore",26,"Right-Back","Hellas Verona","out",0.45,"Serie A",2013,FALSE
"201","UC Sampdoria","Francesco Signori",24,"Central Midfield","Modena","out",0.135,"Serie A",2013,FALSE
"202","UC Sampdoria","Fernando Tissone",26,"Central Midfield","Málaga CF","out",0,"Serie A",2013,FALSE
"203","UC Sampdoria","Zsolt Laczkó",26,"Left-Back","Padova","out",0,"Serie A",2013,TRUE
"204","UC Sampdoria","Matteo Lanzoni",25,"Centre-Back","Oldham Athletic","out",0,"Serie A",2013,FALSE
"205","UC Sampdoria","Simone Patacchiola",22,"Centre-Back","Castiglione","out",0,"Serie A",2013,FALSE
"206","UC Sampdoria","Andrea Grieco",21,"Right-Back","Miami United","out",0,"Serie A",2013,FALSE
"207","UC Sampdoria","Tommaso Berni",30,"Goalkeeper","Torino","out",0,"Serie A",2013,FALSE
"208","UC Sampdoria","Federico Piovaccari",28,"Centre-Forward","Steaua Bukarest","out",0,"Serie A",2013,TRUE
"209","UC Sampdoria","Emanuele Testardi",22,"Centre-Forward","Honvéd","out",0,"Serie A",2013,TRUE
"210","UC Sampdoria","Cesare Dondero",20,"Goalkeeper","Vado","out",0,"Serie A",2013,TRUE
"211","UC Sampdoria","Juan Antonio",25,"Second Striker","Brescia","out",0,"Serie A",2013,TRUE
"212","UC Sampdoria","Andrea Magrassi",20,"Centre-Forward","Real Vicenza","out",0,"Serie A",2013,TRUE
"213","UC Sampdoria","Alessandro Martinelli",20,"Central Midfield","Unione Venezia","out",0,"Serie A",2013,TRUE
"214","UC Sampdoria","Andelko Savic",20,"Centre-Forward","Sheff Wed","out",0,"Serie A",2013,TRUE
"215","UC Sampdoria","Edoardo Blondett",21,"Centre-Back","Nuova Cosenza","out",0,"Serie A",2013,TRUE
"216","UC Sampdoria","Sergio Romero",26,"Goalkeeper","Monaco","out",0,"Serie A",2013,TRUE
"217","UC Sampdoria","Vedran Celjak",21,"Right-Back","Padova","out",0,"Serie A",2013,TRUE
"218","UC Sampdoria","Alessandro De Vitis",21,"Defensive Midfield","Carpi","out",0,"Serie A",2013,TRUE
"219","UC Sampdoria","Stefano Scappini",25,"Centre-Forward","Grosseto","out",0,"Serie A",2013,TRUE
"220","UC Sampdoria","Moreno Beretta",20,"Centre-Forward","Paganese","out",0,"Serie A",2013,TRUE
"221","UC Sampdoria","Simone Corazza",22,"Centre-Forward","Südtirol","out",0,"Serie A",2013,TRUE
"222","UC Sampdoria","Stefano D'Agostino",21,"Attacking Midfield","Pontedera","out",0,"Serie A",2013,TRUE
"223","UC Sampdoria","Luca Rizzo",21,"Central Midfield","Modena","out",0,"Serie A",2013,TRUE
"224","UC Sampdoria","Gianluca Sampietro",20,"Central Midfield","AC Pisa","out",0,"Serie A",2013,TRUE
"225","UC Sampdoria","Bruno Martella",20,"Left-Back","AC Pisa","out",0,"Serie A",2013,TRUE
"226","UC Sampdoria","Maxi López",29,"Centre-Forward","Catania","out",0,"Serie A",2013,TRUE
"227","UC Sampdoria","Marcelo Estigarribia",25,"Left Midfield","Maldonado","out",0,"Serie A",2013,TRUE
"243","AS Livorno","Simone Salviato",26,"Right-Back","Novara","out",0.36,"Serie A",2013,FALSE
"244","AS Livorno","Antonio Piccolo",25,"Right Winger","Virtus Lanciano","out",0.18,"Serie A",2013,FALSE
"245","AS Livorno","Bryan Gioè",20,"Centre-Forward","Grosseto","out",0,"Serie A",2013,FALSE
"246","AS Livorno","Matteo Lignani",21,"Defensive Midfield","Varese","out",0,"Serie A",2013,FALSE
"247","AS Livorno","Lorenzo Remedi",22,"Central Midfield","Nocerina","out",0,"Serie A",2013,TRUE
"248","AS Livorno","Gastón Cellerino",27,"Centre-Forward","Wanderers","out",0,"Serie A",2013,FALSE
"249","AS Livorno","Andrej Galabinov",24,"Centre-Forward","AS Avellino","out",0,"Serie A",2013,TRUE
"250","AS Livorno","Antonio Meola",23,"Right-Back","Paganese","out",0,"Serie A",2013,TRUE
"251","AS Livorno","Mirko Bigazzi",24,"Right Winger","Olhanense","out",0,"Serie A",2013,TRUE
"252","AS Livorno","Simone Dell'Agnello",21,"Centre-Forward","Südtirol","out",0,"Serie A",2013,TRUE
"253","AS Livorno","Alessandro Bernardini",26,"Centre-Back","Chievo Verona","out",0,"Serie A",2013,TRUE
"254","AS Livorno","Luca Mazzoni",29,"Goalkeeper","Padova","out",0,"Serie A",2013,TRUE
"255","AS Livorno","Federico Dionisi",26,"Centre-Forward","Olhanense","out",0,"Serie A",2013,TRUE
"256","AS Livorno","Vincenzo Fiorillo",23,"Goalkeeper","Sampdoria","out",0,"Serie A",2013,TRUE
"257","AS Livorno","Savvas Gentsoglou",22,"Defensive Midfield","Sampdoria","out",0,"Serie A",2013,TRUE
"258","AS Livorno","Alfred Duncan",20,"Central Midfield","Inter","out",0,"Serie A",2013,TRUE
"259","AS Livorno","Saulo Decarli",21,"Centre-Back","FC Chiasso","out",0,"Serie A",2013,TRUE
"260","AS Livorno","Gabriele Aldegani",37,"Goalkeeper","Nocerina","out",0,"Serie A",2013,TRUE
"261","AS Livorno","Antonio Junior Vacca",23,"Defensive Midfield","Benevento","out",0,"Serie A",2013,TRUE
"267","Cagliari Calcio","Thiago Ribeiro",27,"Left Winger","Santos FC","out",3.15,"Serie A",2013,FALSE
"268","Cagliari Calcio","Marco Ruzittu",22,"Goalkeeper","Arzachena","out",0,"Serie A",2013,FALSE
"269","Cagliari Calcio","Riccardo Anedda",20,"Goalkeeper","US Poggibonsi","out",0,"Serie A",2013,FALSE
"270","Cagliari Calcio","Mattia Gallon",21,"Left Winger","Olbia 1905","out",0,"Serie A",2013,FALSE
"271","Cagliari Calcio","Paolo Dametto",20,"Centre-Back","Parma","out",0,"Serie A",2013,FALSE
"272","Cagliari Calcio","Alberto Melis",20,"Central Midfield","AC Pisa","out",0,"Serie A",2013,TRUE
"273","Cagliari Calcio","Pablo Ceppelini",21,"Attacking Midfield","NK Maribor","out",0,"Serie A",2013,TRUE
"274","Cagliari Calcio","Daniele Giorico",21,"Defensive Midfield","Unione Venezia","out",0,"Serie A",2013,TRUE
"275","Cagliari Calcio","Marco Piredda",19,"Central Midfield","Como","out",0,"Serie A",2013,TRUE
"276","Cagliari Calcio","Lorenzo Porceddu",20,"Left Winger","Retired","out",0,"Serie A",2013,FALSE
"277","Cagliari Calcio","Danilo Avelar",24,"Centre-Back","Karpaty","out",0,"Serie A",2013,TRUE
"278","Cagliari Calcio","Federico Casarini",23,"Central Midfield","Bologna","out",0,"Serie A",2013,TRUE
"292","Calcio Catania","Papu Gómez",25,"Second Striker","Metalist","out",6.3,"Serie A",2013,FALSE
"293","Calcio Catania","Andrea Catellani",25,"Centre-Forward","Spezia Calcio","out",1.17,"Serie A",2013,FALSE
"294","Calcio Catania","Raphael Martinho",25,"Left Midfield","Hellas Verona","out",0.81,"Serie A",2013,FALSE
"295","Calcio Catania","Alfredo Donnarumma",22,"Centre-Forward","Cittadella","out",0.54,"Serie A",2013,FALSE
"296","Calcio Catania","Marco Biagianti",29,"Defensive Midfield","AS Livorno","out",0.36,"Serie A",2013,FALSE
"297","Calcio Catania","Takayuki Morimoto",25,"Centre-Forward","JEF Utd. Chiba","out",0.27,"Serie A",2013,FALSE
"298","Calcio Catania","Mario Paglialunga",24,"Defensive Midfield","Real Zaragoza","out",0.18,"Serie A",2013,FALSE
"299","Calcio Catania","Edgar Cani",24,"Centre-Forward","Carpi","out",0.18,"Serie A",2013,TRUE
"300","Calcio Catania","Pietro Terracciano",23,"Goalkeeper","AS Avellino","out",0.09,"Serie A",2013,TRUE
"301","Calcio Catania","Blazej Augustyn",25,"Centre-Back","Górnik Zabrze","out",0,"Serie A",2013,FALSE
"302","Calcio Catania","Giordano Maccarrone",23,"Centre-Back","Parma","out",0,"Serie A",2013,FALSE
"303","Calcio Catania","Roberto Cappai",24,"Centre-Forward","Castel Rigone","out",0,"Serie A",2013,FALSE
"304","Calcio Catania","Adrián Ricchiuti",35,"Second Striker","Virtus Entella","out",0,"Serie A",2013,FALSE
"305","Calcio Catania","Giovanni Marchese",28,"Left-Back","Genoa","out",0,"Serie A",2013,FALSE
"306","Calcio Catania","Cristian Llama",27,"Left Midfield","Tiburones Rojos","out",0,"Serie A",2013,FALSE
"307","Calcio Catania","Souleymane Doukara",21,"Centre-Forward","Juve Stabia","out",0,"Serie A",2013,TRUE
"308","Calcio Catania","Nabila Samba",20,"Centre-Back","HNK Gorica","out",0,"Serie A",2013,TRUE
"309","Calcio Catania","Emiliano Tortolano",23,"Right Winger","Catanzaro","out",0,"Serie A",2013,TRUE
"310","Calcio Catania","Ameth Fall",22,"Centre-Forward","Rimini","out",0,"Serie A",2013,TRUE
"311","Calcio Catania","Fabio Sciacca",24,"Central Midfield","Ternana","out",0,"Serie A",2013,TRUE
"312","Calcio Catania","Mirco Antenucci",28,"Centre-Forward","Ternana","out",0,"Serie A",2013,TRUE
"313","Calcio Catania","Federico Moretti",24,"Central Midfield","Spezia Calcio","out",0,"Serie A",2013,TRUE
"314","Calcio Catania","Davide Lanzafame",26,"Centre-Forward","Without Club","out",0,"Serie A",2013,FALSE
"315","Calcio Catania","Amidu Salifu",20,"Central Midfield","Fiorentina","out",0,"Serie A",2013,TRUE
"327","SSC Napoli","Edinson Cavani",26,"Centre-Forward","Paris SG","out",58.05,"Serie A",2013,FALSE
"328","SSC Napoli","Luca Cigarini",27,"Defensive Midfield","Atalanta","out",3.78,"Serie A",2013,FALSE
"329","SSC Napoli","Mario Santana",31,"Right Winger","Genoa","out",2.7,"Serie A",2013,FALSE
"330","SSC Napoli","Erwin Hoffer",26,"Centre-Forward","F. Düsseldorf","out",0.45,"Serie A",2013,FALSE
"331","SSC Napoli","Morgan De Sanctis",36,"Goalkeeper","AS Roma","out",0.45,"Serie A",2013,FALSE
"332","SSC Napoli","Andrea Dossena",31,"Left Midfield","Sunderland","out",0,"Serie A",2013,FALSE
"333","SSC Napoli","Hugo Campagnaro",33,"Centre-Back","Inter","out",0,"Serie A",2013,FALSE
"334","SSC Napoli","Walter Gargano",29,"Defensive Midfield","Parma","out",0,"Serie A",2013,TRUE
"335","SSC Napoli","Leandro Rinaudo",30,"Centre-Back","AS Livorno","out",0,"Serie A",2013,FALSE
"336","SSC Napoli","Francesco Bruno",23,"Centre-Back","Casertana","out",0,"Serie A",2013,FALSE
"337","SSC Napoli","Carlo Colella",21,"Central Midfield","Mariano Keller","out",0,"Serie A",2013,FALSE
"338","SSC Napoli","Cristian Chávez",26,"Centre-Forward","PAS Giannina","out",0,"Serie A",2013,FALSE
"339","SSC Napoli","Nicolao Dumitru",21,"Left Winger","Cittadella","out",0,"Serie A",2013,TRUE
"340","SSC Napoli","Raffaele Maiello",22,"Defensive Midfield","Ternana","out",0,"Serie A",2013,TRUE
"341","SSC Napoli","Jacopo Dezi",21,"Central Midfield","Crotone","out",0,"Serie A",2013,TRUE
"342","SSC Napoli","Camillo Ciano",23,"Centre-Forward","Padova","out",0,"Serie A",2013,TRUE
"343","SSC Napoli","Luigi Sepe",22,"Goalkeeper","Virtus Lanciano","out",0,"Serie A",2013,TRUE
"344","SSC Napoli","Omar El Kaddouri",22,"Central Midfield","Torino","out",0,"Serie A",2013,TRUE
"345","SSC Napoli","Luigi Vitale",25,"Left-Back","Juve Stabia","out",0,"Serie A",2013,TRUE
"346","SSC Napoli","Ignacio Fideleff",24,"Centre-Back","Tigre","out",0,"Serie A",2013,TRUE
"347","SSC Napoli","Antonio Rosati",30,"Goalkeeper","Sassuolo","out",0,"Serie A",2013,TRUE
"348","SSC Napoli","Alessandro Gamberini",31,"Centre-Back","Genoa","out",0,"Serie A",2013,TRUE
"349","SSC Napoli","Marco Donadel",30,"Defensive Midfield","Hellas Verona","out",0,"Serie A",2013,TRUE
"350","SSC Napoli","Emanuele Calaiò",31,"Centre-Forward","Genoa","out",0,"Serie A",2013,TRUE
"351","SSC Napoli","Gianluca Grava",36,"Right-Back","Retired","out",0,"Serie A",2013,FALSE
"352","SSC Napoli","Pablo Armero",26,"Left-Back","Udinese Calcio","out",0,"Serie A",2013,TRUE
"353","SSC Napoli","Emanuele Calaiò",31,"Centre-Forward","Siena","out",0,"Serie A",2013,TRUE
"354","SSC Napoli","Rolando",27,"Centre-Back","FC Porto","out",0,"Serie A",2013,TRUE
"355","SSC Napoli","Josip Radosevic",19,"Defensive Midfield","Hajduk Split","out",0,"Serie A",2013,TRUE
"371","Juventus FC","Ciro Immobile",23,"Centre-Forward","Torino","out",12.15,"Serie A",2013,FALSE
"372","Juventus FC","Manolo Gabbiadini",21,"Centre-Forward","Sampdoria","out",10.35,"Serie A",2013,FALSE
"373","Juventus FC","Alessandro Matri",29,"Centre-Forward","AC Milan","out",9.9,"Serie A",2013,FALSE
