"","Position","Age","Team_from","Team_to","Season","Market_value","Transfer_fee","Price_diff"
"3168","Defensive Midfield",23,"Dinamo Zagreb","Hamburger SV","2012",4.5,4,-0.5
"3169","Right Midfield",25,"Loko Moscow","Krasnodar","2012",4,4,0
"3170","Centre-Back",24,"AC Milan","Genoa","2012",4,4,0
"3171","Centre-Forward",25,"Coimbra-MG","Metalist","2012",3,4,1
"3172","Centre-Back",26,"Getafe CF","TSG Hoffenheim","2012",3,4,1
"3173","Central Midfield",19,"Lens","Sevilla FC","2012",3,4,1
"3174","Second Striker",24,"Atl. Nacional","Parma","2012",2.8,4,1.2
"3175","Attacking Midfield",21,"SC Bastia","Stade Rennais","2012",2.5,4,1.5
"3176","Centre-Forward",23,"CA Osasuna","Kuban Krasnodar","2012",2.5,4,1.5
"3177","Left-Back",21,"Granada CF","Udinese Calcio","2012",2.5,4,1.5
"3178","Centre-Back",22,"Spartak Moscow","Sporting CP","2012",2,4,2
"3179","Left Winger",20,"Racing Club","Sporting CP","2012",1.4,4,2.6
"3180","Left-Back",23,"Braga","Shakhtar D.","2012",1.3,4,2.7
"3181","Right-Back",28,"Loko Moscow","Anzhi","2012",1.2,4,2.8
"3182","Left Winger",20,"FC Metz","RB Salzburg","2012",0.5,4,3.5
"3183","Centre-Forward",28,"Levante UD","Wigan","2012",7,3.8,-3.2
"3184","Centre-Back",27,"Feyenoord","Aston Villa","2012",6,3.8,-2.2
"3185","Left Winger",24,"Saint-étienne","Wolves","2012",5,3.8,-1.2
"3186","Goalkeeper",19,"Brescia","Juventus","2012",3.5,3.8,0.3
"3187","Centre-Forward",25,"Newcastle","Blackburn","2012",3,3.8,0.8
"3188","Centre-Back",25,"Watford","Reading","2012",2,3.8,1.8
"3189","Goalkeeper",19,"Birmingham","Stoke City","2012",1,3.8,2.8
"3190","Centre-Back",23,"Nacional","Catania","2012",0.9,3.8,2.9
"3191","Right-Back",31,"Inter","Man City","2012",14.5,3.75,-10.75
"3192","Left Winger",22,"Blackburn","QPR","2012",9,3.75,-5.25
"3193","Left-Back",22,"Kayserispor","Fenerbahce","2012",4,3.75,-0.25
"3194","Central Midfield",24,"Chievo Verona","AS Roma","2012",3.5,3.75,0.25
"3195","Right-Back",23,"Sheffield Utd.","Aston Villa","2012",3.5,3.75,0.25
"3196","Defensive Midfield",23,"FC Porto","Grêmio","2012",2.5,3.75,1.25
"3197","Right-Back",28,"Sporting CP","Valencia CF","2012",10.5,3.7,-6.8
"3198","Centre-Forward",21,"Hajduk Split","Pescara","2012",5,3.7,-1.3
"3199","Left Winger",24,"Stade Rennais","Al-Ain FC","2012",4,3.7,-0.3
"3200","Centre-Forward",23,"Brescia","Pescara","2012",2,3.7,1.7
"3201","Centre-Back",24,"Nacional","Siena","2012",3,3.65,0.65
"3202","Left-Back",25,"Siena","Parma","2012",0.3,3.6,3.3
"3203","Second Striker",27,"Udinese Calcio","Torino","2012",2,3.55,1.55
"3204","Defensive Midfield",27,"Man City","AC Milan","2012",13,3.5,-9.5
"3205","Left-Back",24,"Sporting CP","Atlético Madrid","2012",10,3.5,-6.5
"3206","Centre-Back",24,"Genoa","Werder Bremen","2012",10,3.5,-6.5
"3207","Goalkeeper",30,"Villarreal CF","Sevilla FC","2012",8,3.5,-4.5
"3208","Attacking Midfield",30,"Dinamo Moscow","BJ Renhe","2012",6.5,3.5,-3
"3209","Defensive Midfield",26,"Real Madrid","Valencia CF","2012",6.5,3.5,-3
"3210","Left Winger",24,"OGC Nice","Montpellier","2012",6,3.5,-2.5
"3211","Centre-Forward",28,"Hamburger SV","Corinthians","2012",6,3.5,-2.5
"3212","Centre-Forward",24,"Lech Poznan","Hamburger SV","2012",5.5,3.5,-2
"3213","Central Midfield",29,"Real Madrid","Galatasaray","2012",5,3.5,-1.5
"3214","Right-Back",28,"US Palermo","Fiorentina","2012",4.5,3.5,-1
"3215","Left Midfield",26,"Fluminense","AS Roma","2012",4.5,3.5,-1
"3216","Second Striker",25,"RC Cesena","Sampdoria","2012",4,3.5,-0.5
"3217","Right Winger",25,"Stade Rennais","Wolves","2012",3.5,3.5,0
"3218","Right Winger",24,"Spurs","Real Madrid","2013",65,101,36
"3219","Left Winger",21,"Santos FC","FC Barcelona","2013",50,88.2,38.2
"3220","Centre-Forward",26,"SSC Napoli","Paris SG","2013",55,64.5,9.5
"3221","Attacking Midfield",24,"Real Madrid","Arsenal","2013",40,47,7
"3222","Attacking Midfield",21,"FC Porto","Monaco","2013",23,45,22
"3223","Attacking Midfield",25,"Chelsea","Man Utd","2013",38,44.73,6.73
"3224","Centre-Forward",27,"Atlético Madrid","Monaco","2013",60,43,-17
"3225","Defensive Midfield",28,"Shakhtar D.","Man City","2013",32,40,8
"3226","Centre-Forward",25,"Real Madrid","SSC Napoli","2013",30,39,9
"3227","Attacking Midfield",21,"Bor. Dortmund","Bayern Munich ","2013",45,37,-8
"3228","Right Winger",25,"Anzhi","Chelsea","2013",30,35.5,5.5
"3229","Central Midfield",25,"Everton","Man Utd","2013",28,32.4,4.4
"3230","Defensive Midfield",23,"Real Sociedad","Real Madrid","2013",12,32,20
"3231","Centre-Back",19,"AS Roma","Paris SG","2013",15,31.4,16.4
"3232","Centre-Forward",28,"Valencia CF","Spurs","2013",28,30,2
"3233","Attacking Midfield",21,"Málaga CF","Real Madrid","2013",25,30,5
"3234","Right Winger",21,"AS Roma","Spurs","2013",23,30,7
"3235","Attacking Midfield",24,"Shakhtar D.","Bor. Dortmund","2013",22,27.5,5.5
"3236","Centre-Forward",23,"Fiorentina","Man City","2013",28,26,-2
"3237","Central Midfield",26,"FC Porto","Monaco","2013",30,25,-5
"3238","Defensive Midfield",25,"Benfica","Chelsea","2013",27,25,-2
"3239","Central Midfield",22,"FC Barcelona","Bayern Munich ","2013",22,25,3
"3240","Centre-Forward",27,"Sevilla FC","Man City","2013",20,25,5
"3241","Central Midfield",28,"Newcastle","Paris SG","2013",20,25,5
"3242","Left Winger",20,"Atlético-MG","Shakhtar D.","2013",10,25,15
"3243","Left Winger",22,"Bay. Leverkusen","Chelsea","2013",25,22,-3
"3244","Attacking Midfield",22,"Chelsea","VfL Wolfsburg","2013",15,22,7
"3245","Right Winger",27,"Sevilla FC","Man City","2013",20,20,0
"3246","Right Winger",25,"Udinese Calcio","Fiorentina","2013",15,20,5
"3247","Central Midfield",20,"Sevilla FC","Monaco","2013",15,20,5
"3248","Central Midfield",24,"Corinthians","Spurs","2013",12,19.73,7.73
"3249","Centre-Forward",22,"Anzhi","Dinamo Moscow","2013",15,19,4
"3250","Centre-Back",23,"Paris SG","Liverpool","2013",15,19,4
"3251","Centre-Forward",22,"Dinamo Moscow","Anzhi","2013",12,19,7
"3252","Attacking Midfield",28,"Lazio","Inter","2013",22,18,-4
"3253","Centre-Forward",24,"Rubin Kazan","Zenit S-Pb","2013",11,18,7
"3254","Central Midfield",23,"PSV Eindhoven","AS Roma","2013",13,17.5,4.5
"3255","Centre-Forward",24,"Liverpool","West Ham","2013",11,17.5,6.5
"3256","Right Winger",21,"FC Basel","Chelsea","2013",8.5,16.5,8
"3257","Defensive Midfield",26,"Bayern Munich ","VfL Wolfsburg","2013",18,16,-2
"3258","Centre-Forward",24,"Vitesse","Swansea","2013",12,16,4
"3259","Centre-Forward",28,"Bayern Munich ","Fiorentina","2013",28,15.5,-12.5
"3260","Central Midfield",22,"Wigan","Everton","2013",7.5,15.3,7.8
"3261","Centre-Forward",25,"Olympiacos","Fulham","2013",7.2,15.2,8
"3262","Centre-Forward",27,"AS Roma","Southampton","2013",17,15.1,-1.9
"3263","Defensive Midfield",29,"Anzhi","Dinamo Moscow","2013",16,15,-1
"3264","Defensive Midfield",29,"Zenit S-Pb","Anzhi","2013",16,15,-1
"3265","Attacking Midfield",29,"Anzhi","Loko Moscow","2013",14,15,1
"3266","Centre-Back",25,"Torino","Juventus","2013",12,15,3
"3267","Left-Back",20,"LOSC Lille","Paris SG","2013",10,15,5
"3268","Central Midfield",20,"Internacional","Shakhtar D.","2013",5,15,10
"3269","Centre-Back",19,"Saint-étienne","Chelsea","2013",7.5,14.6,7.1
"3270","Defensive Midfield",22,"Celtic","Southampton","2013",5,14.5,9.5
"3271","Central Midfield",23,"Atlético Madrid","Benfica","2013",6,14,8
"3272","Attacking Midfield",21,"AFC Ajax","Spurs","2013",18,13.5,-4.5
"3273","Centre-Back",26,"Udinese Calcio","AS Roma","2013",13,13.5,0.5
"3274","Centre-Forward",24,"Internacional","Santos FC","2013",22,13,-9
"3275","Centre-Forward",24,"Saint-étienne","Bor. Dortmund","2013",15,13,-2
"3276","Centre-Forward",26,"Spartak Moscow","Fenerbahce","2013",12,13,1
"3277","Centre-Forward",20,"Sampdoria","Inter","2013",12,13,1
"3278","Defensive Midfield",26,"Sevilla FC","Cardiff","2013",10,13,3
"3279","Second Striker",22,"AS Roma","FC Barcelona","2013",8,13,5
"3280","Left Winger",18,"Sporting CP","Galatasaray","2013",2.5,13,10.5
"3281","Defensive Midfield",28,"Anzhi","Loko Moscow","2013",14,12,-2
"3282","Centre-Forward",29,"CSKA Moscow","SD Luneng","2013",12,12,0
"3283","Attacking Midfield",21,"Fiorentina","AS Roma","2013",12,12,0
"3284","Centre-Back",27,"Real Madrid","SSC Napoli","2013",8,12,4
"3285","Right Winger",20,"LOSC Lille","Marseille","2013",6,12,6
"3286","Centre-Forward",27,"América","El-Jaish","2013",8,11.7,3.7
"3287","Centre-Back",29,"QPR","Anzhi","2013",11,11.6,0.6
"3288","Centre-Forward",21,"Juventus","Sampdoria","2013",7,11.5,4.5
"3289","Defensive Midfield",25,"Toulouse","Spurs","2013",13,11,-2
"3290","Centre-Forward",29,"Juventus","AC Milan","2013",11,11,0
"3291","Left Midfield",30,"Anzhi","Dinamo Moscow","2013",11,11,0
"3292","Centre-Forward",27,"RSC Anderlecht","Dynamo Kyiv","2013",10,11,1
"3293","Defensive Midfield",21,"Grêmio","Shakhtar D.","2013",10,11,1
"3294","Central Midfield",23,"CF Pachuca","FC Porto","2013",6,11,5
"3295","Right Winger",25,"Celta de Vigo","Liverpool","2013",9,10.8,1.8
"3296","Goalkeeper",25,"Sunderland","Liverpool","2013",5.5,10.6,5.1
"3297","Centre-Forward",23,"Anzhi","Monaco","2013",16,10,-6
"3298","Central Midfield",26,"AC Milan","FC Schalke 04","2013",15,10,-5
"3299","Attacking Midfield",23,"Montpellier","Dynamo Kyiv","2013",14,10,-4
"3300","Left Winger",20,"Hamburger SV","Bay. Leverkusen","2013",14,10,-4
"3301","Centre-Back",29,"Anzhi","Dinamo Moscow","2013",11,10,-1
"3302","Centre-Forward",24,"Sporting CP","Norwich","2013",10.5,10,-0.5
"3303","Centre-Forward",26,"Club Brugge","Sevilla FC","2013",8,10,2
"3304","Attacking Midfield",20,"Pescara","FC Porto","2013",7,10,3
"3305","Right Winger",19,"Partizan","Benfica","2013",7,10,3
"3306","Centre-Back",24,"Olympique Lyon","Southampton","2013",7,10,3
"3307","Defensive Midfield",22,"Saint-étienne","Atlético Madrid","2013",6.5,10,3.5
"3308","Centre-Forward",23,"AZ Alkmaar","Sunderland","2013",5,10,5
"3309","Centre-Forward",22,"Juventus","Sassuolo","2013",4.5,10,5.5
"3310","Centre-Back",25,"Werder Bremen","Bor. Dortmund","2013",10,9.9,-0.0999999999999996
"3311","Right Winger",23,"Al-Ettifaq","Nasr","2013",0.6,9.8,9.2
"3312","Central Midfield",23,"Sampdoria","AC Milan","2013",8,9.7,1.7
"3313","Right Winger",26,"Real Madrid","SSC Napoli","2013",10,9.5,-0.5
"3314","Defensive Midfield",22,"Hellas Verona","SSC Napoli","2013",10,9.5,-0.5
"3315","Centre-Back",23,"FCS Bucharest","Spurs","2013",8,9.5,1.5
"3316","Second Striker",19,"Botafogo","CSKA Moscow","2013",3,9.5,6.5
"3317","Centre-Forward",26,"PSV Eindhoven","SSC Napoli","2013",13,9.48,-3.52
"3318","Central Midfield",20,"Vitesse","Chelsea","2013",8,9.4,1.4
"3319","Centre-Back",21,"Spurs","Cardiff","2013",8,9.15,1.15
"3320","Second Striker",29,"Man City","Juventus","2013",27,9,-18
"3321","Attacking Midfield",25,"US Palermo","Fiorentina","2013",9.5,9,-0.5
"3322","Right Winger",25,"PSV Eindhoven","Dynamo Kyiv","2013",9,9,0
"3323","Attacking Midfield",21,"Fluminense","Shakhtar D.","2013",8,9,1
"3324","Centre-Back",22,"FC Basel","Dynamo Kyiv","2013",7,9,2
"3325","Attacking Midfield",26,"LOSC Lille","Marseille","2013",15,8.7,-6.3
"3326","Centre-Forward",20,"FC Copenhagen","Cardiff","2013",4.5,8.7,4.2
"3327","Goalkeeper",27,"Real Zaragoza","Benfica","2013",4,8.6,4.6
"3328","Attacking Midfield",24,"Getafe CF","Al-Jazira","2013",8,8.5,0.5
"3329","Centre-Forward",27,"West Brom","Hull City","2013",5.5,8.5,3
"3330","Defensive Midfield",27,"RSC Anderlecht","Lazio","2013",8,8.4,0.4
"3331","Right Winger",26,"Udinese Calcio","Lazio","2013",10,8.2,-1.8
"3332","Left Winger",23,"FC Twente","Spurs","2013",9,8.15,-0.85
"3333","Central Midfield",26,"Real Betis","Athletic Bilbao","2013",12,8,-4
"3334","Left-Back",26,"Rubin Kazan","Zenit S-Pb","2013",10,8,-2
"3335","Left Winger",26,"Arsenal","AS Roma","2013",10,8,-2
"3336","Attacking Midfield",19,"AZ Alkmaar","PSV Eindhoven","2013",9,8,-1
"3337","Central Midfield",26,"Loko Moscow","Spartak Moscow","2013",9,8,-1
"3338","Attacking Midfield",21,"Heerenveen","Benfica","2013",7,8,1
"3339","Centre-Forward",25,"1.FSV Mainz 05","FC Schalke 04","2013",7,8,1
"3340","Right Winger",23,"Kuban Krasnodar","Spartak Moscow","2013",6.5,8,1.5
"3341","Centre-Forward",29,"Al Rayyan","El-Jaish","2013",5,8,3
"3342","Second Striker",25,"Monterrey","Valencia CF","2013",5,8,3
"3343","Attacking Midfield",20,"Sevilla FC","Liverpool","2013",5,8,3
"3344","Centre-Forward",28,"Everton","Hull City","2013",6.5,7.8,1.3
"3345","Centre-Forward",27,"Club Tijuana","CF Pachuca","2013",4,7.6,3.6
"3346","Centre-Forward",26,"Paris SG","Sevilla FC","2013",10,7.5,-2.5
"3347","Second Striker",30,"Bologna","GZ Evergrande","2013",8,7.5,-0.5
"3348","Left Winger",28,"Juventus","Sunderland","2013",7.5,7.5,0
"3349","Right Winger",20,"Santos FC","Lazio","2013",6,7.5,1.5
"3350","Central Midfield",21,"Bologna","Inter","2013",5,7.5,2.5
"3351","Attacking Midfield",29,"Santos FC","SD Luneng","2013",4,7.5,3.5
"3352","Defensive Midfield",20,"Guingamp","Marseille","2013",3,7.5,4.5
"3353","Centre-Back",20,"Sporting CP","Liverpool","2013",1.5,7.5,6
"3354","Centre-Forward",22,"Estudiantes","SSC Napoli","2013",3,7.47,4.47
"3355","Central Midfield",26,"AS Roma","Toronto FC","2013",6.5,7.4,0.9
"3356","Centre-Forward",31,"Spurs","Toronto FC","2013",6,7.3,1.3
"3357","Attacking Midfield",22,"Eskisehirspor","Fenerbahce","2013",6.5,7.25,0.75
"3358","Centre-Forward",30,"Olympique Lyon","Al Gharafa","2013",8.5,7.2,-1.3
"3359","Second Striker",25,"Catania","Metalist","2013",11,7,-4
"3360","Centre-Back",24,"AFC Ajax","Atlético Madrid","2013",10,7,-3
"3361","Attacking Midfield",29,"Sunderland","West Brom","2013",9,7,-2
"3362","Centre-Forward",25,"Loko Moscow","Al-Jazira","2013",8,7,-1
"3363","Centre-Back",20,"América","FC Porto","2013",7,7,0
"3364","Centre-Forward",20,"Rayo Vallecano","Atlético Madrid","2013",7,7,0
"3365","Goalkeeper",29,"Anzhi","Dinamo Moscow","2013",6.5,7,0.5
"3366","Centre-Forward",22,"Vélez Sarsfield","Shakhtar D.","2013",6,7,1
"3367","Centre-Forward",29,"Wigan","Everton","2013",5,7,2
"3368","Central Midfield",23,"Anzhi","Zenit S-Pb","2013",5,7,2
"3369","Second Striker",30,"Spurs","Sounders FC	","2013",10,6.8,-3.2
"3370","Right-Back",21,"Bay. Leverkusen","Real Madrid","2013",10,6.5,-3.5
"3371","Left-Back",27,"G. Bordeaux","Dynamo Kyiv","2013",9.5,6.5,-3
"3372","Central Midfield",28,"Valencia CF","Spartak Moscow","2013",7,6.5,-0.5
"3373","Centre-Forward",24,"Lazio","Aston Villa","2013",3.8,6.5,2.7
"3374","Attacking Midfield",28,"Cruzeiro","Metalist","2013",3.5,6.5,3
"3375","Centre-Back",28,"LOSC Lille","Galatasaray","2013",12,6.3,-5.7
"3376","Centre-Forward",25,"Celtic","Norwich","2013",5,6.3,1.3
"3377","Left-Back",21,"Grêmio","Galatasaray","2013",1.5,6.15,4.65
"3378","Defensive Midfield",25,"Anzhi","Al-Jazira","2013",11,6,-5
"3379","Second Striker",24,"RCD Mallorca","Villarreal CF","2013",6.5,6,-0.5
"3380","Centre-Back",28,"US Palermo","Inter","2013",6,6,0
"3381","Centre-Back",26,"Villarreal CF","AC Milan","2013",6,6,0
"3382","Defensive Midfield",21,"S?o Paulo","Real Madrid","2013",6,6,0
"3383","Attacking Midfield",28,"Fluminense","Hilal","2013",5.5,6,0.5
"3384","Centre-Back",25,"1.FC Nuremberg","VfL Wolfsburg","2013",5.5,6,0.5
"3385","Central Midfield",23,"Espanyol","Rubin Kazan","2013",5,6,1
"3386","Goalkeeper",27,"Benfica","Atlético Madrid","2013",4,6,2
"3387","Defensive Midfield",25,"Levante UD","Sevilla FC","2013",4,6,2
"3388","Right-Back",25,"Krasnodar","Zenit S-Pb","2013",3.5,6,2.5
"3389","Right Winger",26,"Real Madrid","Getafe CF","2013",3,6,3
"3390","Central Midfield",24,"Tombense","GZ Evergrande","2013",0.75,6,5.25
"3391","Central Midfield",21,"Liverpool","Swansea","2013",5.5,5.9,0.4
"3392","Centre-Forward",25,"Everton","West Brom","2013",5,5.9,0.9
"3393","Left Midfield",29,"Liverpool","West Ham","2013",8.5,5.8,-2.7
"3394","Defensive Midfield",26,"Spurs","Hull City","2013",4.5,5.8,1.3
"3395","Right Winger",22,"Blackpool","QPR","2013",2,5.8,3.8
"3396","Second Striker",21,"Parma","Inter","2013",10,5.75,-4.25
"3397","Centre-Forward",17,"FC Barcelona B","Sassuolo","2013",0.6,5.7,5.1
"3398","Goalkeeper",30,"AS Roma","Fulham","2013",5.5,5.6,0.0999999999999996
"3399","Central Midfield",23,"FC Twente","Norwich","2013",7.5,5.5,-2
"3400","Centre-Back",31,"Zenit S-Pb","Fenerbahce","2013",6.5,5.5,-1
"3401","Left Winger",24,"Olympiacos","Al Duhail","2013",4.2,5.3,1.1
"3402","Centre-Forward",22,"Peterborough","Crystal Palace","2013",0.75,5.3,4.55
"3403","Defensive Midfield",29,"Málaga CF","Monaco","2013",15,5,-10
"3404","Centre-Forward",30,"Metalist","Rubin Kazan","2013",8,5,-3
"3405","Second Striker",28,"Dynamo Kyiv","Bor. M'gladbach","2013",7.5,5,-2.5
"3406","Left Winger",23,"Benfica","Kuban Krasnodar","2013",6.5,5,-1.5
"3407","Centre-Back",28,"Genoa","Krasnodar","2013",6.5,5,-1.5
"3408","Left-Back",24,"Toulouse","Saint-étienne","2013",6,5,-1
"3409","Attacking Midfield",26,"FC Lorient","Saint-étienne","2013",5,5,0
"3410","Goalkeeper",23,"Santos FC","SSC Napoli","2013",4,5,1
"3411","Central Midfield",25,"RCD Mallorca","Villarreal CF","2013",4,5,1
"3412","Right Winger",24,"Kuban Krasnodar","Anzhi","2013",4,5,1
"3413","Right Winger",24,"Anzhi","Dinamo Moscow","2013",4,5,1
"3414","Attacking Midfield",24,"VfL Wolfsburg","1.FSV Mainz 05","2013",4,5,1
"3415","Central Midfield",25,"CSKA Moscow","Krasnodar","2013",3.7,5,1.3
"3416","Centre-Back",32,"Atlético Madrid","Man City","2013",3,5,2
"3417","Left Winger",21,"AJ Auxerre","Stade Rennais","2013",3,5,2
"3418","Centre-Forward",18,"Partizan","RSC Anderlecht","2013",3,5,2
"3419","Left-Back",23,"Saint-étienne","SSC Napoli","2013",3,5,2
"3420","Left-Back",22,"Stade Rennais","Rubin Kazan","2013",2.5,5,2.5
"3421","Centre-Back",25,"Internacional","Metalist","2013",2.5,5,2.5
"3422","Central Midfield",20,"Parma","Sassuolo","2013",1.5,5,3.5
"3423","Defensive Midfield",19,"Bayern Munich ","Bay. Leverkusen","2013",1.5,5,3.5
"3424","Defensive Midfield",24,"Pohang Steelers","Al-Ain FC","2013",1,5,4
"3425","Centre-Forward",25,"S?o Paulo","SD Luneng","2013",1,5,4
"3426","Centre-Back",17,"Dinamo Zagreb","AS Roma","2013",0.75,5,4.25
"3428","Right-Back",21,"Dinamo Zagreb","Genoa","2013",5,4.88,-0.12
"3429","Second Striker",25,"Parma","Monterrey","2013",5,4.83,-0.17
"3430","Attacking Midfield",21,"FC Empoli","AC Milan","2013",7,4.8,-2.2
"3431","Left-Back",29,"Atalanta","Juventus","2013",5,4.8,-0.2
"3432","Second Striker",28,"CD Cruz Azul","River Plate","2013",2,4.8,2.8
"3433","Centre-Back",20,"Nordsjaelland","Aston Villa","2013",4,4.7,0.7
"3434","Centre-Forward",24,"Burnley","QPR","2013",4.5,4.65,0.15
"3435","Centre-Forward",29,"Monterrey","Chivas","2013",3.5,4.6,1.1
"3436","Centre-Forward",22,"Genoa","AS Roma","2013",11.5,4.5,-7
"3437","Central Midfield",32,"Spurs","Fulham","2013",6,4.5,-1.5
"3438","Centre-Forward",26,"Stade Rennais","Saint-étienne","2013",6,4.5,-1.5
"3439","Right Winger",19,"Sassuolo","Juventus","2013",6,4.5,-1.5
"3440","Left-Back",28,"Bay. Leverkusen","Fenerbahce","2013",5,4.5,-0.5
"3441","Centre-Forward",26,"KAA Gent","KRC Genk","2013",5,4.5,-0.5
"3442","Right Midfield",25,"SC Freiburg","VfL Wolfsburg","2013",4.5,4.5,0
"3443","Defensive Midfield",23,"Juventus","Sassuolo","2013",4,4.5,0.5
"3444","Defensive Midfield",25,"Olympiacos","Benfica","2013",2.5,4.5,2
"3445","Left Winger",19,"RNK Split","Fiorentina","2013",1,4.5,3.5
"3446","Left Midfield",25,"QD Jonoon","GZ Evergrande","2013",0.475,4.5,4.025
"3448","Centre-Forward",28,"Al-Ain FC","Internacional","2013",6,4.25,-1.75
"3449","Centre-Back",27,"FC Copenhagen","Krasnodar","2013",1.75,4.25,2.5
"3450","Defensive Midfield",27,"SSC Napoli","Atalanta","2013",7.5,4.2,-3.3
"3451","Left-Back",26,"Udinese Calcio","SSC Napoli","2013",9,4,-5
"3452","Centre-Back",26,"VfB Stuttgart","Spartak Moscow","2013",9,4,-5
"3453","Central Midfield",23,"Viktoria Plzen","SC Freiburg","2013",7.5,4,-3.5
"3454","Left Midfield",30,"Olympique Lyon","Al-Ain FC","2013",7,4,-3
"3455","Centre-Back",23,"Arsenal FC","Benfica","2013",7,4,-3
"3456","Centre-Back",21,"Valenciennes FC","Monaco","2013",4.5,4,-0.5
"3457","Centre-Forward",27,"CA Osasuna","Athletic Bilbao","2013",4,4,0
"3458","Right Winger",22,"Olympiacos","Genoa","2013",3.25,4,0.75
"3459","Goalkeeper",23,"Atlético Madrid","Everton","2013",3,4,1
"3460","Centre-Back",27,"Palmeiras","SSC Napoli","2013",2.5,4,1.5
"3461","Central Midfield",24,"U. de Chile","Udinese Calcio","2013",2.2,4,1.8
"3462","Central Midfield",26,"KS Samara","Anzhi","2013",2,4,2
"3463","Attacking Midfield",24,"US Palermo","Sassuolo","2013",2,4,2
"3464","Left-Back",18,"AC Le Havre","Marseille","2013",2,4,2
"3465","Centre-Forward",19,"AS Roma","Udinese Calcio","2013",1.7,4,2.3
"3466","Centre-Back",27,"Metalurh D.","Shakhtar D.","2013",1.5,4,2.5
"3467","Defensive Midfield",23,"AC Milan","Genoa","2013",1.2,4,2.8
"3468","Centre-Forward",27,"Liverpool","FC Barcelona","2014",52,81.72,29.72
"3469","Attacking Midfield",23,"Monaco","Real Madrid","2014",60,75,15
"3470","Right Winger",26,"Real Madrid","Man Utd","2014",50,75,25
"3471","Centre-Back",27,"Chelsea","Paris SG","2014",26,49.5,23.5
"3472","Left Winger",25,"FC Barcelona","Arsenal","2014",30,42.5,12.5
"3473","Centre-Forward",25,"Atlético Madrid","Chelsea","2014",35,38,3
"3474","Left-Back",18,"Southampton","Man Utd","2014",13,37.5,24.5
"3475","Central Midfield",24,"Athletic Bilbao","Man Utd","2014",20,36,16
"3476","Centre-Forward",21,"Chelsea","Everton","2014",25,35.36,10.36
"3477","Central Midfield",27,"FC Barcelona","Chelsea","2014",50,33,-17
"3478","Centre-Forward",26,"Swansea","Man City","2014",17,32.3,15.3
"3479","Left Winger",24,"Chelsea","VfL Wolfsburg","2014",23,32,9
"3480","Right Winger",26,"Fiorentina","Chelsea","2014",32,31,-1
